,full_name,name,symbol,Name_197,fuzz_socre1,fuzz_socre2
17804,Amplia Therapeutics Ltd,Amplia Therapeutics,ATX,AMPLIA THERAPEUTICS LTD,100,90
3973,Amtech Systems Inc,Amtech,ASYS,AMTECH SYSTEMS INC,100,50
3923,Amyris Inc,Amyris,AMRS,AMYRIS INC,100,75
25316,ANA Holdings Inc,ANA Holdings,9202,ANA HOLDINGS INC,100,86
17487,AnaeCo Ltd,AnaeCo Ltd,ANQ,ANAECO LTD,100,100
3408,Analog Devices Inc,Analog Devices,ADI,ANALOG DEVICES,88,100
10681,Analog Devices Incorporated,Analog Devices,ADI,ANALOG DEVICES,68,100
37637,Analyst IMS Investment Management Services Ltd,Analyst IMS,ANLT,ANALYST I.M.S.,44,92
2066,AnalytixInsight Inc,AnalytixInsight,ALY,ANALYTIXINSIGHT INC,100,88
7361,Anaplan Inc,Anaplan,PLAN,ANAPLAN INC,100,78
6652,AnaptysBio Inc,AnaptysBio,ANAB,ANAPTYSBIO INC,100,83
17488,Anatara Lifesciences Ltd,Anatara Lifesciences Ltd,ANR,ANATARA LIFESCIENCES LTD,100,100
37746,Anchiano Therapeutics Ltd,Anchiano Therapeutics,ANCN,ANCHIANO THERAPEUTICS - ADR,84,91
3932,The Andersons Inc,The Andersons,ANDE,ANDERSONS INC/THE,100,87
7480,Andina Acquisition Corp III,Andina Acquisition III,ANDA,ANDINA ACQUISITION CORP III,100,90
7480,Andina Acquisition Corp III,Andina Acquisition III,ANDA,ANDINA ACQUISITION CORP III,100,90
26457,Andor Co Ltd,Andor,4640,ANDOR CO LTD,100,59
17452,Andromeda Metals Ltd,Andromeda Metals,ADN,ANDROMEDA METALS LTD,100,89
27728,Anest Iwata Corp,Anest Iwata Corp,6381,ANEST IWATA CORP,100,100
18580,Angel Yeast Co Ltd,Angel Yeast,600298,ANGEL YEAST CO LTD-A,95,71
28242,AnGes Inc,AnGes,4563,ANGES INC,100,71
7028,ANGI Homeservices Inc,ANGI Homeservices,ANGI,ANGI HOMESERVICES INC- A,95,85
3933,AngioDynamics Inc,AngioDynamics,ANGO,ANGIODYNAMICS INC,100,87
16490,Anglo Asian Mining Plc,Anglo Asian Mining,AAZ,ANGLO ASIAN MINING PLC,100,90
16882,AngloGold Ashanti Ltd DRC,AngloGold Ashanti DRC,AGG,ANGLOGOLD ASHANTI LTD-CDI,92,83
3040,Anheuser Busch Inbev NV,Anheuser Busch Inbev,ANB,ANHEUSER-BUSCH INBEV SA/NV,94,87
18935,Anhui Heli Co Ltd,Anhui Heli,600761,ANHUI HELI CO LTD-A,94,69
18597,Anhui Xinli Finance Co Ltd,Anhui Xinli Finance,600318,ANHUI XINLI FINANCE CO LTD-A,96,81
19877,Anhui Yingjia Distillery Co Ltd,Anhui Yingjia Distillery,603198,ANHUI YINGJIA DISTILLERY C-A,88,92
6561,ANI Pharmaceuticals Inc,ANI Pharma,ANIP,ANI PHARMACEUTICALS INC,100,61
27134,Anicom Holdings Inc,Anicom Holdings Inc,8715,ANICOM HOLDINGS INC,100,100
3934,Anika Therapeutics Inc,Anika,ANIK,ANIKA THERAPEUTICS INC,100,37
11369,Anima Holding SpA,Anima Holding SpA,ANIM,ANIMA HOLDING SPA,100,100
16537,Animalcare Group Plc,Animalcare,ANCR,ANIMALCARE GROUP PLC,100,67
17425,Animoca Brands Corporation Ltd,Animoca Brands Corporation Ltd,AB1,ANIMOCA BRANDS CORPORATION LTD,100,100
5185,Annaly Capital Management Inc,Annaly Capital Management,NLY,ANNALY CAPITAL MANAGEMENT IN,98,94
14578,Annexin Pharmaceuticals AB,Annexin Pharma,ANNX,ANNEXIN PHARMACEUTICALS AB,100,70
13815,Anoto Group AB,Anoto,ANOT,ANOTO GROUP AB,100,53
17523,Anova Metals Ltd,Anova Metals Ltd,AWV,ANOVA METALS LTD,100,100
28723,Anrakutei Co Ltd,Anrakutei,7562,ANRAKUTEI CO LTD,100,72
25546,Anritsu Corp,Anritsu Corp,6754,ANRITSU CORP,100,100
16979,Ansell Ltd,Ansell,ANN,ANSELL LTD,100,75
3935,ANSYS Inc,ANSYS,ANSS,ANSYS INC,100,71
21994,ANTA Sports Products Ltd,ANTA Sports Products,2020,ANTA SPORTS PRODUCTS LTD,100,91
5289,Antero Midstream Corp,Antero Midstream,AM,ANTERO MIDSTREAM CORP,100,86
6345,Antero Resources Corp,Antero Resources Corp,AR,ANTERO RESOURCES CORP,100,100
2847,Anthem Inc,Anthem,ANTM,ANTHEM INC,100,75
3936,Anthera Pharmaceuticals Inc,Anthera Pharma,ANTH,ANTHERA PHARMACEUTICALS INC,100,68
1800,Antibe Therapeutics Inc.,Antibe Therapeutics Inc.,ATE,ANTIBE THERAPEUTICS INC,100,100
17533,Antipa Minerals Ltd,Antipa Minerals Ltd,AZY,ANTIPA MINERALS LTD,100,100
17308,Antisense Therapeutics Ltd,Antisense Therapeutics,ANP,ANTISENSE THERAPEUTICS LIMITED,93,85
15853,Antofagasta PLC,Antofagasta,ANTO,ANTOFAGASTA PLC,100,85
22127,Anton Oilfield Services Group,Anton Oilfield Services,3337,ANTON OILFIELD SERVICES GP,95,94
18480,Antong Holdings Co Ltd,Antong,600179,ANTONG HOLDINGS CO LTD-A,96,40
18979,Anxin Trust Co Ltd,Anxin Trust,600816,ANXIN TRUST CO LTD-A,95,71
27651,AOI TYO Holdings Inc,AOI TYO,3975,AOI TYO HOLDINGS INC,100,52
27106,Aoki Holdings Inc,Aoki Holdings Inc,8214,AOKI HOLDINGS INC,100,100
3709,Aon PLC,Aon,AON,AON PLC,100,60
27108,Aoyama Trading Co Ltd,Aoyama Trading,8219,AOYAMA TRADING CO LTD,100,80
28792,Aoyama Zaisan Networks Co Ltd,Aoyama Zaisan Networks,8929,AOYAMA ZAISAN NETWORKS CO LT,98,88
25347,"Aozora Bank, Ltd.",Aozora Bank,8304,AOZORA BANK LTD,100,85
2848,Apache Corp,Apache,APA,APACHE CORP,100,71
6665,Apellis Pharmaceuticals Inc,Apellis Pharma,APLS,APELLIS PHARMACEUTICALS INC,100,68
24424,Apex Frozen Foods Ltd,Apex Frozen Foods,APEX,APEX FROZEN FOODS LTD,100,89
14836,APG SGA SA,APG SGA SA,APGN,APG SGA SA,100,100
1911,Aphria Inc,Aphria,APHA,APHRIA INC,100,75
28330,Aplix Corp,Aplix,3727,APLIX CORP,100,67
3939,Apogee Enterprises Inc,Apogee,APOG,APOGEE ENTERPRISES INC,100,43
3323,Apollo Bancorp Inc,Apollo Bancorp,APLO,APOLLO BANCORP INC /PA,92,80
6773,Appfolio Inc,Appfolio Inc,APPF,APPFOLIO INC - A,92,92
6799,Appian Corp,Appian,APPN,APPIAN CORP,100,71
6312,Apple Hospitality REIT Inc,Apple Hospitality REIT,APLE,APPLE HOSPITALITY REIT INC,100,92
2743,Apple Inc,Apple,AAPL,APPLE INC,100,71
28462,Apple International Co Ltd,Apple International,2788,APPLE INTERNATIONAL CO LTD,100,84
3314,Applied Materials Inc,Applied Materials,AMAT,APPLIED MATERIALS INC,100,89
13647,Applus Services SA,Applus Services SA,APPS,APPLUS SERVICES SA,100,100
22072,APT Satellite Holdings Ltd,APT Satellite,1045,APT SATELLITE HOLDINGS LTD,100,67
5538,AptarGroup Inc,AptarGroup,ATR,APTARGROUP INC,100,83
6676,Aptinyx Inc,Aptinyx,APTX,APTINYX INC,100,78
4810,Aptiv PLC,Aptiv,APTV,APTIV PLC,100,71
14465,AQ Group AB,AQ AB,AQ,AQ GROUP AB,100,62
7163,Aqua Metals Inc,Aqua Metals Inc,AQMS,AQUA METALS INC,100,100
28219,Aqualine Ltd,Aqualine,6173,AQUALINE LTD,100,80
6689,Aquestive Therapeutics Inc,Aquestive Therapeutics,AQST,AQUESTIVE THERAPEUTICS INC,100,92
17667,Aquis Entertainment Ltd,Aquis Entertainment,AQS,AQUIS ENTERTAINMENT LTD,100,90
37462,Arabian Food Industries Co,Arabian Food Industries Co,DOMT,ARABIAN FOOD INDUSTRIES COMP,96,96
26146,Arakawa Chemical Industries Ltd,Arakawa Chemical,4968,ARAKAWA CHEMICAL INDUSTRIES,93,74
25841,Arata Corp,Arata Corp,2733,ARATA CORP,100,100
26257,Arbeit-Times Co Ltd,Arbeit-Times,2341,ARBEIT-TIMES CO LTD,100,77
16402,Arbuthnot Banking Group Plc,Arbuthnot,ARBB,ARBUTHNOT BANKING GROUP PLC,100,50
6560,Arbutus Biopharma Corp,Arbutus Biopharma,ABUS,ARBUTUS BIOPHARMA CORP,100,87
5206,ARC Document Solutions Inc,ARC Document Solutions,ARC,ARC DOCUMENT SOLUTIONS INC,100,92
3947,ARC Group Worldwide Inc,ARC Group,ARCW,ARC GROUP WORLDWIDE INC,100,56
910,ARC Resources Ltd.,ARC Resources,ARX,ARC RESOURCES LTD,100,87
3872,ARCA Biopharma Inc,ARCA Biopharma,ABIO,ARCA BIOPHARMA INC,100,88
3871,ArcBest Corp,ArcBest Corp,ARCB,ARCBEST CORP,100,100
2099,Arch Biopartners Inc,Arch Biopartners,ARCH,ARCH BIOPARTNERS INC,100,89
3535,Archer-Daniels-Midland Company,Archer-Daniels-Midland,ADM,ARCHER-DANIELS-MIDLAND CO,91,94
10446,Archer Daniels Midland Co,Archer-Daniels-Midland,ADM,ARCHER-DANIELS-MIDLAND CO,100,94
28210,Architects Studio Japan Inc,Architects Studio Japan,6085,ARCHITECTS STUDIO JAPAN INC,100,92
7236,Arcimoto Inc,Arcimoto,FUV,ARCIMOTO INC,100,80
11745,Arcona Property Fund NV,Arcona Property,ARCPF,ARCONA PROPERTY FUND NV,100,79
2728,Arconic Inc,Arconic Inc,ARNC,ARCONIC INC,100,100
145,Arcos Dorados Holdings Inc,Arcos Dorados,ARCO,ARCOS DORADOS HOLDINGS INC-A,96,63
7823,Arcosa Inc,Arcosa,ACA,ARCOSA INC,100,75
19327,Arcplus Group PLC,Arcplus Group,600629,ARCPLUS GROUP PLC-A,94,81
17453,Ardiden Ltd,Ardiden,ADV,ARDIDEN LTD,100,78
28790,Area Quest Inc,Area Quest,8912,AREA QUEST INC,100,83
3837,Arena Pharmaceuticals Inc,Arena Pharma,ARNA,ARENA PHARMACEUTICALS INC,100,65
17503,Argent Minerals Ltd,Argent Minerals Ltd,ARD,ARGENT MINERALS LTD,100,100
27482,Argo Graphics Inc,Argo Graphics Inc,7595,ARGO GRAPHICS INC,100,100
17465,Argosy Minerals Ltd,Argosy Minerals Ltd,AGY,ARGOSY MINERALS LTD,100,100
17502,Ariadne Australia Ltd,Ariadne Australia Ltd,ARA,ARIADNE AUSTRALIA LIMITED,91,91
25854,Ariake Japan Co Ltd,Ariake Japan Co Ltd,2815,ARIAKE JAPAN CO LTD,100,100
13727,Arima Real Estate SOCIMI SA,Arima Real Estate,ARM,ARIMA REAL ESTATE SOCIMI SA,100,77
17467,Ark Mines Ltd,Ark Mines Ltd,AHK,ARK MINES LTD,100,100
3950,Ark Restaurants Corp,Ark Restaurants,ARKR,ARK RESTAURANTS CORP,100,86
37737,Arko Holdings Ltd,Arko Holdings,ARKO,ARKO HOLDINGS LTD,100,87
5141,Arlington Asset Investment Corp,Arlington Asset Investment,AI,ARLINGTON ASSET INVESTMENT-A,88,96
17474,Armour Energy Ltd,Armour Energy Ltd,AJQ,ARMOUR ENERGY LTD,100,100
5371,ARMOUR Residential REIT Inc,ARMOUR Residential,ARR,ARMOUR RESIDENTIAL REIT INC,100,80
5156,Armstrong World Industries Inc,Armstrong World Industries,AWI,ARMSTRONG WORLD INDUSTRIES,93,100
3953,ArQule Inc,ArQule,ARQL,ARQULE INC,100,75
7614,Arrow Electronics Inc,Arrow Electronics,ARW,ARROW ELECTRONICS INC,100,89
1181,Arrow Exploration Corp,Arrow Exploration,AXL,ARROW EXPLORATION CORP,100,87
3959,Arrowhead Pharmaceuticals Inc,Arrowhead Pharma,ARWR,ARROWHEAD PHARMACEUTICALS IN,98,73
26264,Arte Salon Holdings Inc,Arte Salon,2406,ARTE SALON HOLDINGS INC,100,61
17507,Artemis Resources Ltd,Artemis Resources,ARV,ARTEMIS RESOURCES LTD,100,89
22255,Artgo Holdings Ltd,Artgo Holdings Ltd,3313,ARTGO HOLDINGS LTD,100,100
4849,Arthur J Gallagher & Co,Arthur J Gallagher,AJG,ARTHUR J GALLAGHER & CO,100,92
28682,Artiza Networks Inc,Artiza Networks,6778,ARTIZA NETWORKS INC,100,88
17441,Aruma Resources Ltd,Aruma Resources Ltd,AAJ,ARUMA RESOURCES LTD,100,100
25253,"Asahi Group Holdings, Ltd.",Asahi Group Holdings,2502,ASAHI GROUP HOLDINGS LTD,100,91
26973,Asahi Holdings Inc,Asahi Holdings Inc,5857,ASAHI HOLDINGS INC,100,100
26945,Asahi Intecc Co Ltd,Asahi Intecc,7747,ASAHI INTECC CO LTD,100,77
25340,Asahi Kasei Corp.,Asahi Kasei Corp.,3407,ASAHI KASEI CORP,100,100
25746,Asahi Kogyosha Co Ltd,Asahi Kogyosha,1975,ASAHI KOGYOSHA CO LTD,100,80
27476,Asante Inc,Asante Inc,6073,ASANTE INC,100,100
25691,Asanuma Corp,Asanuma Corp,1852,ASANUMA CORP,100,100
5203,Asbury Automotive Group Inc,Asbury Automotive,ABG,ASBURY AUTOMOTIVE GROUP,92,85
3961,Ascent Capital Group Inc,Ascent Capital Group,ASCMA,ASCENT CAPITAL GROUP INC-A,96,87
3970,Ascent Solar Technologies Inc,Ascent Solar,ASTI,ASCENT SOLAR TECHNOLOGIES,93,65
28043,Ascentech KK,Ascentech,3565,ASCENTECH KK,100,86
16834,Ascential PLC,Ascential,ASCL,ASCENTIAL PLC,100,82
26351,Ascot Corp,Ascot,3264,ASCOT CORP,100,67
28852,Aseed Holdings Co Ltd,Aseed,9959,ASEED HOLDINGS CO LTD,100,38
17459,ASF Group Ltd,ASF Group Ltd,AFA,ASF GROUP LTD,100,100
26431,Asgent Inc,Asgent,4288,ASGENT INC,100,75
3963,ASGN Inc,ASGN,ASGN,ASGN INC,100,67
5173,Ashford Hospitality Trust Inc,Ashford Hospitality,AHT,ASHFORD HOSPITALITY TRUST,93,86
25946,Ashimori Industry Co Ltd,Ashimori Industry,3526,ASHIMORI INDUSTRY CO LTD,100,83
3399,Ashland Global Holdings Inc,Ashland Global,ASH,ASHLAND GLOBAL HOLDINGS INC,100,68
16525,Laura Ashley Holdings PLC,Laura Ashley,ALY,ASHLEY (LAURA) HOLDINGS PLC,100,65
17510,Ashley Services Group Ltd,Ashley Services Group Ltd,ASH,ASHLEY SERVICES GROUP LTD,100,100
15883,Ashmore Group Plc,Ashmore,ASHM,ASHMORE GROUP PLC.,100,58
15990,Ashtead Group PLC,Ashtead Group,AHT,ASHTEAD GROUP PLC,100,87
37936,Ashtrom Group Ltd,Ashtrom Group Ltd,ASHG,ASHTROM GROUP LTD,100,100
37740,Ashtrom Properties Ltd,Ashtrom Properties,ASPR,ASHTROM PROPERTIES LTD,100,90
28809,Asia Air Survey Co Ltd,Asia Air Survey,9233,ASIA AIR SURVEY CO LTD,100,81
21926,Asia Cement China Holdings Corp,Asia Cement China,0743,ASIA CEMENT CHINA HOLDINGS,91,79
28813,Asia Development Capital Co Ltd,Asia Development Capital,9318,ASIA DEVELOPMENT CAPITAL CO,93,94
22567,Asia Orient Holdings Ltd,Asia Orient,0214,ASIA ORIENT HOLDINGS LTD,100,63
17472,Asian American Medical Group,Asian American Medical Group,AJJ,ASIAN AMERICAN MEDICAL GROUP,100,100
26776,Asian Star Co,Asian Star Co,8946,ASIAN STAR CO,100,100
1352,Asian Television Network International Ltd,Asian Television Network,SAT,ASIAN TELEVISION NETWORK INT,80,92
25584,Asics Corp,Asics Corp,7936,ASICS CORP,100,100
26054,ASKA Pharmaceutical Co Ltd,ASKA Pharmaceutical,4514,ASKA PHARMACEUTICAL CO LTD,100,84
25833,Askul Corp,Askul Corp,2678,ASKUL CORP,100,100
28452,Asmo Corp,Asmo,2654,ASMO CORP,100,62
6367,Aspen Technology Inc,Aspen,AZPN,ASPEN TECHNOLOGY INC,100,40
8837,Aspo Oyj,Aspo Oyj,ASPO,ASPO OYJ,100,100
15846,Associated British Foods PLC,Associated British Foods,ABF,ASSOCIATED BRITISH FOODS PLC,100,92
3525,Assurant Inc,Assurant,AIZ,ASSURANT INC,100,80
3962,Asta Funding Inc,Asta Funding,ASFI,ASTA FUNDING INC,100,86
3969,Astec Industries Inc,Astec,ASTE,ASTEC INDUSTRIES INC,100,40
25230,Astellas Pharma Inc.,Astellas Pharma Inc.,4503,ASTELLAS PHARMA INC.,100,100
3913,AstroNova Inc,AstroNova,ALOT,ASTRONOVA INC,100,82
3968,Astrotech Corp,Astrotech,ASTC,ASTROTECH CORP,100,78
28315,Asukanet Co Ltd,Asukanet,2438,ASUKANET CO LTD,100,70
25693,Asunaro Aoki Construction Co,Asunaro Aoki Construction Co,1865,ASUNARO AOKI CONSTRUCTION,94,94
3972,Asure Software Inc,Asure,ASUR,ASURE SOFTWARE INC,100,43
16860,ASX Ltd,ASX,ASX,ASX LTD,100,60
2441,AT&T Inc,AT&T,T,AT&T INC,100,67
1118,ATAC Resources Ltd.,ATAC Resources,ATC,ATAC RESOURCES LTD.,100,88
6607,Atara Biotherapeutics Inc,Atara Biotherapeutics Inc,ATRA,ATARA BIOTHERAPEUTICS INC,100,100
25972,Ateam Inc,Ateam Inc,3662,ATEAM INC,100,100
26426,Atect Corp,Atect,4241,ATECT CORP,100,67
913,Athabasca Oil Corp,Athabasca Oil,ATH,ATHABASCA OIL CORP,100,84
6657,Athenex Inc,Athenex,ATNX,ATHENEX INC,100,78
3978,Athersys Inc,Athersys,ATHX,ATHERSYS INC,100,80
7311,ATIF Holdings Ltd,ATIF Holdings,ATIF,ATIF HOLDINGS LTD,100,87
6486,Atlantic Capital Bancshares Inc,Atlantic Capital Bancshares Inc,ACBI,ATLANTIC CAPITAL BANCSHARES,93,93
6427,Atlantic Union Bankshares Corp,Atlantic Union,AUB,ATLANTIC UNION BANKSHARES CO,97,67
3869,Atlas Air Worldwide Holdings,Atlas Air,AAWW,ATLAS AIR WORLDWIDE HOLDINGS,100,49
7331,Atlas Financial Holdings Inc,Atlas Financials,AFH,ATLAS FINANCIAL HOLDINGS INC,100,73
27646,Atled Corp,Atled,3969,ATLED CORP,100,67
3980,ATN International Inc,ATN Int,ATNI,ATN INTERNATIONAL INC,100,50
26376,Atom Livin Tech Co Ltd,Atom Livin Tech,3426,ATOM LIVIN TECH CO LTD,100,81
6784,Atomera Inc,Atomera,ATOM,ATOMERA INC,100,78
17982,Atomos Ltd,Atomos,AMS,ATOMOS LTD,100,75
1793,Aton Resources Inc,Aton Resources,AAN,ATON RESOURCES INC,100,88
3981,AtriCure Inc,AtriCure,ATRC,ATRICURE INC,100,80
11740,Atrium European Real Estate Ltd,Atrium Ltd,ATRS,ATRIUM EUROPEAN REAL ESTATE,93,43
1512,Atrium Mortgage Investment Corp,Atrium Mortgage Investment Corp,AI,ATRIUM MORTGAGE INVESTMENT C,95,95
13685,Atrys Health SL,Atrys Health,ATRY,ATRYS HEALTH SA,93,89
25947,Atsugi Co Ltd,Atsugi Co Ltd,3529,ATSUGI CO LTD,100,100
7216,Attis Industries Inc,Attis Industries,ATIS,ATTIS INDUSTRIES INC,100,89
3301,aTyr Pharma Inc,aTyr Pharma,LIFE,ATYR PHARMA INC,100,85
6647,Audentes Therapeutics Inc,Audentes Therapeutics,BOLD,AUDENTES THERAPEUTICS INC,100,91
17946,Audinate Group Ltd,Audinate,AD8,AUDINATE GROUP LTD,100,62
17320,Audio Pixels Holdings Ltd,Audio Pixels,AKP,AUDIO PIXELS HOLDINGS LTD,100,65
3986,AudioCodes Ltd,AudioCodes,AUDC,AUDIOCODES LTD,100,83
6754,AudioEye Inc,AudioEye,AEYE,AUDIOEYE INC,100,80
17655,Auking Mining Ltd,Auking Mining,AKN,AUKING MINING LTD,100,87
37641,Aura Investments Ltd,Aura Investments,AURA,AURA INVESTMENTS LTD,100,89
1305,Aura Minerals Inc,Aura Minerals,ORA,AURA MINERALS INC,100,87
1120,Aura Resources Inc,Aura Resources,AUU,AURA RESOURCES INC,100,88
2212,Auralite Investments Inc,Auralite Invest,AAAA,AURALITE INVESTMENTS INC,100,77
6604,Aurinia Pharmaceuticals Inc,Aurinia Pharma,AUPH,AURINIA PHARMACEUTICALS INC,100,68
2109,Aurion Resources Ltd,Aurion Resources,AU,AURION RESOURCES LTD,100,89
17418,Auris Minerals Ltd,Auris Minerals,AUR,AURIS MINERALS LTD,100,88
17272,Aurizon Holdings Ltd,Aurizon Holdings,AZJ,AURIZON HOLDINGS LTD,100,89
17505,Aurora Minerals Ltd,Aurora Minerals Ltd,ARM,AURORA MINERALS LTD,100,100
1928,Auryn Resources Inc,Auryn Resources,AUG,AURYN RESOURCES INC,100,88
17489,Aus Tin Mining Ltd,Aus Tin Mining Ltd,ANW,AUS TIN MINING LTD,100,100
17897,Auscann Group Holdings Ltd,Auscann Group,AC8,AUSCANN GROUP HOLDINGS LTD,100,67
17716,Ausmex Mining Group Ltd,Ausmex Mining,AMG,AUSMEX MINING GROUP LTD,100,72
17045,AusNet Services Ltd,AusNet Services,AST,AUSNET SERVICES,88,100
22704,Ausnutria Dairy Corp Ltd,Ausnutria Dairy Corp,1717,AUSNUTRIA DAIRY CORP LTD,100,91
17499,Ausquest Ltd,Ausquest Ltd,AQD,AUSQUEST LTD,100,100
17491,AusTex Oil Ltd,AusTex Oil Ltd,AOK,AUSTEX OIL LTD,100,100
17105,Austin Engineering Ltd,Austin Engineering,ANG,AUSTIN ENGINEERING LTD,100,90
16961,Australian Agricultural Company Ltd,Australian Agricultural,AAC,AUSTRALIAN AGRICULTURAL CO,85,94
17311,Australian Bauxite Ltd,Australian Bauxite,ABX,AUSTRALIAN BAUXITE LTD,100,90
17900,Australian Finance Group Ltd,Australian Finance Group Ltd,AFG,AUSTRALIAN FINANCE GROUP LTD,100,100
17479,Australian Leaders Fund Ltd,Australian Leaders Fund Ltd,ALF,AUSTRALIAN LEADERS FUND LTD,100,100
17515,Australian Mines Ltd,Australian Mines Ltd,AUZ,AUSTRALIAN MINES LTD,100,100
17498,Australian Pacific Coal Ltd,Australian Pacific Coal,AQC,AUSTRALIAN PACIFIC COAL LTD,100,92
16883,Australian United Investment Co Ltd,Australian United Investment,AUI,AUSTRALIAN UNITED INVESTMENT,89,100
17942,Australian Unity Office Fund,Australian Unity Office,AOF,AUSTRALIAN UNITY OFFICE FUND,100,90
17107,Australian Vintage Ltd,Australian Vintage,AVG,AUSTRALIAN VINTAGE LTD,100,90
17931,Australis Oil & Gas Ltd,Australis Oil & Gas,ATS,AUSTRALIS OIL & GAS LTD,100,89
17070,Auswide Bank Ltd,Auswide Bank,ABA,AUSWIDE BANK LTD,100,86
27173,Autobacs Seven Co Ltd,Autobacs Seven,9832,AUTOBACS SEVEN CO LTD,100,80
21388,Autobio Diagnostics Co Ltd,Autobio Diagnostics,603658,AUTOBIO DIAGNOSTICS CO LTD-A,96,81
1513,Autocanada Inc,Autocanada Inc,ACQ,AUTOCANADA INC,100,100
3298,Autodesk Inc,Autodesk,ADSK,AUTODESK INC,100,80
7351,Autohome Inc ADR,Autohome ADR,ATHM,AUTOHOME INC-ADR,100,86
6684,Autolus Therapeutics Ltd,Autolus Therapeutics,AUTL,AUTOLUS THERAPEUTICS PLC,92,91
3737,Automatic Data Processing Inc,ADP,ADP,AUTOMATIC DATA PROCESSING,93,21
2067,Automotive Finco Corp,Automotive Finco,AFCC,AUTOMOTIVE FINCO CORP,100,86
3404,AutoNation Inc,AutoNation,AN,AUTONATION INC,100,83
28360,Autonomous Control Systems Laboratory Ltd,Autonomous Control Systems,6232,AUTONOMOUS CONTROL SYSTEMS L,81,96
17936,Autosports Group Ltd,Autosports Group,ASG,AUTOSPORTS GROUP LTD,100,89
3669,AutoZone Inc,AutoZone,AZO,AUTOZONE INC,100,80
2129,Auxly Cannabis Group Inc,Auxly Cannabis,XLY,AUXLY CANNABIS GROUP INC,100,74
4942,Avalon Holdings Corp,Avalon,AWX,AVALON HOLDINGS CORP-A,95,43
3572,AvalonBay Communities Inc,AvalonBay,AVB,AVALONBAY COMMUNITIES INC,100,53
6332,Avanos Medical Inc,Avanos Medical,AVNS,AVANOS MEDICAL INC,100,88
27617,Avant Corp,Avant,3836,AVANT CORP,100,67
1977,Avante Logixx Inc,Avante Logixx,XX,AVANTE LOGIXX INC,100,87
16077,Avanti Communications Group PLC,Avanti,AVN,AVANTI COMMUNICATIONS GROUP,93,36
8648,Avast PLC,Avast,AVST,AVAST PLC,100,71
16956,Aveo Group,Aveo Group,AOG,AVEO GROUP,100,100
37642,Averbuch Formica Center Ltd,Averbuch Formica,AVER,AVERBUCH FORMICA CENTER LTD,100,74
3544,Avery Dennison Corp,Avery Dennison,AVY,AVERY DENNISON CORP,100,85
1427,Avesoro Resources Inc,Avesoro Resources,ASO,AVESORO RESOURCES INC,100,89
15981,AVEVA Group PLC,Aveva,AVV,AVEVA GROUP PLC,100,50
37575,Avgol Industries 1953 Ltd,Avgol Industries,AVGL,AVGOL INDUSTRIES 1953 LTD,100,78
3992,Aviat Networks Inc,Aviat,AVNW,AVIAT NETWORKS INC,100,43
19375,AVIC Aircraft Co Ltd,Avic Aircraft A,000768,AVIC AIRCRAFT CO LTD-A,95,81
3990,Avid Technology Inc,Avid,AVID,AVID TECHNOLOGY INC,100,35
16690,Avingtrans Plc,Avingtrans,AVG,AVINGTRANS PLC,100,83
4883,Avis Budget Group Inc,Avis,CAR,AVIS BUDGET GROUP INC,100,32
9855,Avista Corp,Avista,AVA,AVISTA CORP,100,71
1978,Avivagen Inc,Avivagen,VIV,AVIVAGEN INC,100,80
16889,Avjennings Ltd,Avjennings,AVJ,AVJENNINGS LTD,100,83
6997,Avnet Inc,Avnet,AVT,AVNET INC,100,71
11861,Avocet Mining PLC,Avocet Mining,AVM,AVOCET MINING PLC,100,87
2850,Avon Products Inc,Avon Products,AVP,AVON PRODUCTS,87,100
6679,AVROBIO Inc,AVROBIO,AVRO,AVROBIO INC,100,78
10061,AVX Corp,AVX,AVX,AVX CORP,100,55
17519,Avz Minerals Ltd,Avz Minerals Ltd,AVZ,AVZ MINERALS LTD,100,100
14648,Awardit AB,Awardit,AWRD,AWARDIT AB,100,82
11967,Awilco Drilling PLC,Awilco Drilling,AWDR,AWILCO DRILLING PLC,100,88
6230,Axalta Coating Systems Ltd,Axalta Coating Systems,AXTA,AXALTA COATING SYSTEMS LTD,100,92
3881,Axcelis Technologies Inc,Axcelis,ACLS,AXCELIS TECHNOLOGIES INC,100,45
28321,Axel Mark Inc,Axel Mark,3624,AXEL MARK INC,100,82
27836,Axial Retailing Inc,Axial Retailing Inc,8255,AXIAL RETAILING INC,100,100
17525,Axiom Properties Ltd,Axiom Properties Ltd,AXI,AXIOM PROPERTIES LIMITED,91,91
2188,Axis Auto Finance Inc,Axis Auto Finance,AXIS,AXIS AUTO FINANCE INC,100,89
6280,AXIS Capital Holdings Ltd,Axis Capital,AXS,AXIS CAPITAL HOLDINGS LTD,100,65
3387,Axon Enterprise Inc,Axon Enterprise,AAXN,AXON ENTERPRISE INC,100,88
6624,Axovant Gene Therapies Ltd,Axovant Gene,AXGT,AXOVANT GENE THERAPIES LTD,100,63
3995,AXT Inc,AXT,AXTI,AXT INC,100,60
25550,Azbil Corp,Azbil Corp,6845,AZBIL CORP,100,100
28490,Azearth Corp,Azearth,3161,AZEARTH CORP,100,74
27604,Azia Co Ltd,Azia,2352,AZIA CO LTD,100,53
37726,Azrieli Group Ltd,Azrieli Group,AZRG,AZRIELI GROUP LTD,100,87
17179,Azumah Resources Ltd,Azumah Resources,AZM,AZUMAH RESOURCES LTD,100,89
