Ticker,Name-IB,Country-IB,Exchange-IB,Currency-IB,ISIN-19.7,ISIN-IB
CBU,COMMUNITY BANK SYSTEM INC,United States of America,NYSE,USD,,
CTYP,COMMUNITY BANKERS CP/MARION,United States of America,PINK,USD,,
ESXB,COMMUNITY BANKERS TRUST CORP,United States of America,NASDAQ,USD,,
ALBY,COMMUNITY CAP BANCSHARES INC,United States of America,PINK,USD,,
CFGW,COMMUNITY FINANCIAL GR -WASH,United States of America,PINK,USD,,
CFOK,COMMUNITY FIRST BANCORP/SC,United States of America,PINK,USD,,
CFBI,COMMUNITY FIRST BANCSHARES I,United States of America,NASDAQ,USD,,
CYH,COMMUNITY HEALTH SYSTEMS INC,United States of America,NYSE,USD,,
CHCT,COMMUNITY HEALTHCARE TRUST I,United States of America,NYSE,USD,,
CMHF,COMMUNITY HERITAGE FINANCIAL,United States of America,PINK,USD,,
CIBN,COMMUNITY INVESTORS BANCORP,United States of America,PINK,USD,,
CCSB,COMMUNITY SAVINGS BANCORP IN,United States of America,PINK,USD,,
CSHB,COMMUNITY SHORES BANK CORP,United States of America,PINK,USD,,
CTBI,COMMUNITY TRUST BANCORP INC,United States of America,NASDAQ,USD,,
CWBC,COMMUNITY WEST BANCSHARES,United States of America,NASDAQ,USD,,
CVLT,COMMVAULT SYSTEMS INC,United States of America,NASDAQ,USD,,
CODI,COMPASS DIVERSIFIED HOLDINGS,United States of America,NYSE,USD,,
CVB,COMPASS GOLD CORP,Canada,VENTURE,CAD,,
CPG,COMPASS GROUP PLC,United Kingdom,LSE,GBP,GB00BD6K4575,GB00BD6K4575
CXH,COMPASS HOTEL GROUP LTD,,VALUE,AUD,,
CMP,COMPASS MINERALS INTERNATION,United States of America,NYSE,USD,,
CCOP,COMPETITIVE COS INC,,VALUE,USD,,
COM,COMPTOIR GROUP PLC,United Kingdom,LSE,GBP,,GB00BYT1L205
COMPINFO,COMPUAGE INFOCOM LTD,India,NSE,INR,,INE070C01037
COMPUSOFT,COMPUCOM SOFTWARE LIMITED,India,NSE,INR,,INE453B01029
CGEN,COMPUGEN LTD,Israel,NASDAQ,USD,,
CMP,COMPUMEDICS LIMITED,Australia,ASX,AUD,,AU000000CMP2
CCC,COMPUTACENTER PLC,United Kingdom,LSE,GBP,GB00BV9FP302,GB00BV9FP302
0046,COMPUTER & TECHNOLOGIES HLDG,Hong Kong,SEHK,HKD,,
4826,COMPUTER INSTITUTE OF JAPAN,Japan,TSEJ,JPY,,JP3346170008
CPSI,COMPUTER PROGRAMS & SYSTEMS,United States of America,NASDAQ,USD,,
CSVI,COMPUTER SERVICES INC,United States of America,PINK,USD,,
CTG,COMPUTER TASK GROUP INC,United States of America,NASDAQ,USD,,
CPU,COMPUTERSHARE LIMITED,Australia,ASX,AUD,,AU000000CPU5
320,COMPUTIME GROUP LTD,Hong Kong,SEHK,HKD,,
CPWR.1,COMPUWARE CORP,,US Exchange,,,
CIX,COMPX INTERNATIONAL INC,United States of America,AMEX,USD,,
SCOR,COMSCORE INC,United States of America,NASDAQ,USD,,
CHCI,COMSTOCK HOLDING COMPANIES,United States of America,NASDAQ,USD,,
CRK,COMSTOCK RESOURCES INC,United States of America,NYSE,USD,,
1721,COMSYS HOLDINGS CORP,Japan,TSEJ,JPY,,JP3305530002
CMTL,COMTECH TELECOMMUNICATIONS,United States of America,NASDAQ,USD,,
CMTX,COMTEX NEWS NETWORK INC,United States of America,PINK,USD,,
CAG,CONAGRA BRANDS INC,Germany,US Exchange,,,
CNGA,CONAIR CORP/NEW YORK,United States of America,PINK,USD,,
CLF,CONCENTRATED LEADERS FUND LT,Australia,ASX,AUD,,
CPT,CONCEPTA PLC,United Kingdom,LSE,GBP,,
CNCE,CONCERT PHARMACEUTICALS INC,United States of America,NASDAQ,USD,,
CXO,CONCHO RESOURCES INC,Germany,US Exchange,,,
CNCG,CONCIERGE TECHNOLOGIES INC,United States of America,PINK,USD,,
SAN,CONCORD GREEN ENERGY HOLDINGS,,VALUE,CAD,,
0182,CONCORD NEW ENERGY GROUP LTD,Hong Kong,SEHK,HKD,BMG2345T1099,
7186,CONCORDIA FINANCIAL GROUP LT,Japan,TSEJ,JPY,,JP3305990008
CDB,CONDOR BLANCO MINES LTD,,VALUE,AUD,,
CDRGF,CONDOR GOLD CORP,,VALUE,USD,,
CDOR,CONDOR HOSPITALITY TRUST INC,United States of America,AMEX,USD,,
CPI,CONDOR PETROLEUM INC,Canada,TSE,CAD,CA20676X3067,
CN,CONDOR RESOURCES INC,Canada,VENTURE,CAD,CA20676U1049,
CNDT,CONDUENT INC,United States of America,US Exchange,,,
9422,CONEXIO CORP,Japan,TSEJ,JPY,JP3104870005,JP3104870005
CONF,CONFIDENCE INTERNATIONAL-B,Sweden,SFB,SEK,,
CFMS,CONFORMIS INC,United States of America,NASDAQ,USD,,
CNJ,CONICO LTD,Australia,ASX,AUD,,AU000000CNJ3
CNFR,CONIFER HOLDINGS INC,United States of America,NASDAQ,USD,,
CFF,CONIFEX TIMBER INC,Canada,TSE,CAD,CA2073241044,
CJB,CONJUCHEM BIOTECHNOLOGIES IN ,,VALUE,CAD,,
CNMD,CONMED CORP,United States of America,NYSE,USD,,
CAJT,CONNECTAJET.COM,,VALUE,USD,,
CRCA,CONNECTICUT RIVER COMMUNITY,United States of America,PINK,USD,,
CTWS,CONNECTICUT WATER SVC INC,,VALUE,USD,,
CNOB,CONNECTONE BANCORP INC,United States of America,NASDAQ,USD,,
CNXS,CONNEXUS CORP,United States of America,PINK,USD,,
COP,CONOCOPHILLIPS,Germany,US Exchange,,,
CQRLF,CONQUEST RESOURCES LIMITED,United States of America,PINK,USD,,
CNRD,CONRAD INDUSTRIES INC,United States of America,PINK,USD,,
CCR,CONSOL COAL RESOURCES LP,United States of America,NYSE,USD,,
CEIX,CONSOL ENERGY INC,United States of America,NYSE,USD,,
ED,CONSOLIDATED EDISON INC,Germany,US Exchange,,US2091151041,
CSRT,CONSORT MEDICAL PLC,,VALUE,GBP,,
CSRH,CONSORTEUM HOLDINGS INC,United States of America,PINK,USD,,
CEM,CONSTANTINE METAL RESOURCES,Canada,VENTURE,CAD,,
STZ,CONSTELLATION BRANDS,,US Exchange,,,
CEG,CONSTELLATION ENERGY GRP INC,,US Exchange,,,
CNST,CONSTELLATION PHARMACEUTICAL,United States of America,NASDAQ,USD,,
CSU,CONSTELLATION SOFTWARE INC,Canada,TSE,CAD,,
CAFEN,CONSTRUCC Y AUX DE FERROCARR,Mexico,MEXI,MXN,,ES0121975009
ROAD,CONSTRUCTION PARTNERS INC-A,United States of America,NASDAQ,USD,,
CAFI,CONSUMER AUTOMOTIVE FINANCE,United States of America,PINK,USD,,
CCGN,CONSUMER CAPITAL GROUP INC,United States of America,PINK,USD,,
CPSS,CONSUMER PORTFOLIO SERVICES,United States of America,NASDAQ,USD,,
CPSV,CONSUMER PRODUCTS SERVCES GR,,VALUE,USD,,
XLP,CONSUMER STAPLES SPDR,,MEXI,MXN,,
CBKM,CONSUMERS BANCORP INC,United States of America,PINK,USD,,
1681,CONSUN PHARMACEUTICAL GROUP,Hong Kong,SEHK,HKD,,
CEN,CONTACT ENERGY LTD,Australia,ASX,AUD,NZCENE0001S6,NZCENE0001S6
CNS,CONTAGIOUS GAMING INC,Canada,VENTURE,CAD,,
CONCOR,CONTAINER CORP OF INDIA LTD,India,NSE,INR,,INE111A01025
TCS,CONTAINER STORE GROUP INC/TH,United States of America,NYSE,USD,,
CGA,CONTANGO ASSET MANAGEMENT LT,Australia,ASX,AUD,,AU000000CGA6
CGO,CONTANGO HOLDINGS PLC,United Kingdom,LSE,GBP,,GB00BF0F5X78
CIE,CONTANGO INCOME GENERATOR LT,Australia,ASX,AUD,,
MCF,CONTANGO OIL & GAS,Mexico,MEXI,MXN,,
CTGO,CONTANGO ORE INC,United States of America,PINK,USD,,
6639,CONTEC CO LTD,Japan,TSEJ,JPY,JP3306030002,
1912,CONTEL TECHNOLOGY CO LTD,Hong Kong,SEHK,HKD,,
CONN,CONTINENTAL AG,Mexico,MEXI,MXN,,DE0005439004
CBBB,CONTINENTAL BEVERAGE BRANDS,United States of America,PINK,USD,,
CCC,CONTINENTAL COAL LTD,,VALUE,AUD,,
CNL.CAD,CONTINENTAL GOLD INC,,VALUE,CAD,,
0513,CONTINENTAL HOLDINGS,Hong Kong,SEHK,HKD,,
CUO,CONTINENTAL MATERIALS CORP,,VALUE,USD,,
CLR,CONTINENTAL RESOURCES INC/OK,Mexico,NYSE,USD,,
GLO,CONTOURGLOBAL PLC,United Kingdom,LSE,GBP,,GB00BF448H58
CVF,CONTRARIAN VALUE FUND LTD,Australia,ASX,AUD,,
CTRA,CONTURA ENERGY INC,United States of America,NYSE,USD,,
CNVVY,CONVATEC GROUP PLC-UNSP ADR,United States of America,PINK,USD,,
0831,CONVENIENCE RETAIL ASIA LTD,Hong Kong,SEHK,HKD,,
CTS,CONVERGE TECHNOLOGY SOLUTION,Canada,VENTURE,CAD,,
CVON,CONVERGEONE HOLDINGS INC,,VALUE,USD,,
CVLB,CONVERSION LABS INC,United States of America,PINK,USD,,
CSHD,CONVERSION SOLUTIONS HOLDINGS,,VALUE,USD,,
1019,CONVOY GLOBAL HOLDINGS LTD,Hong Kong,SEHK,HKD,KYG2615B1014,
CPAA.OLD,CONYERS PARK ACQUISITION COR,,VALUE,USD,,
CIC,CONYGAR INVESTMENT CO PLC,United Kingdom,LSE,GBP,GB0033698720,GB0033698720
2193,COOKPAD INC,Japan,TSEJ,JPY,JP3266170004,JP3266170004
AWSM,COOL HOLDINGS INC,United States of America,PINK,USD,,
WARM,COOL TECHNOLOGIES INC,United States of America,PINK,USD,,
2369,COOLPAD GROUP LTD,United States of America,SEHK,HKD,,
CNR,COONAWARRA AUSTRALIA PROPERT,,VALUE,AUD,,
COO,COOPER COS INC (THE),,US Exchange,,,
COE,COOPER ENERGY LTD,Australia,ASX,AUD,AU000000COE2,AU000000COE2
CBE,COOPER INDUSTRIES PLC,,US Exchange,,,
COOR,COOR SERVICE MANAGEMENT,Sweden,SFB,SEK,,SE0007158829
CTK,COOTEK CAYMAN INC-ADR,United States of America,NYSE,USD,,
CPA,COPA HOLDINGS SA-CLASS A,Mexico,NYSE,USD,,
CPRT,COPART INC,Mexico,US Exchange,,,
CRS,COPERNICUS SECURITIES SA,Poland,WSE,PLN,,PLCPRSC00012
CUU,COPPER FOX METALS INC,Canada,VENTURE,CAD,,
CPL,COPPER LAKE RESOURCES LTD,Canada,VENTURE,CAD,,
CUX,COPPER MESA MINING CORP,,VALUE,CAD,,
C6C,COPPER MOUNTAIN MINING-CDI,Australia,ASX,AUD,,
CSE,COPPER STRIKE LTD,Australia,ASX,AUD,AU000000CSE3,AU000000CSE3
CBK,COPPERBANK RESOURCES CORP,Canada,PURE,CAD,,
COY,COPPERMOLY LTD,Australia,ASX,AUD,AU000000COY0,AU000000COY0
7059,COPRO-HOLDINGS CO LTD,Japan,TSEJ,JPY,,JP3302000009
CORA,CORA GOLD LTD,United Kingdom,LSE,GBP,,
CLHRF,CORAL GOLD RESOURCES LTD,United States of America,PINK,USD,,
CRU,CORAL PRODUCTS PLC,United Kingdom,LSE,GBP,,GB0002235736
CZN,CORAZON MINING LTD,Australia,ASX,AUD,AU000000CZN9,AU000000CZN9
CRBP,CORBUS PHARMACEUTICALS HOLDI,United States of America,NASDAQ,USD,,
CBYDF,CORBY SPIRIT AND WINE LTD,United States of America,PINK,USD,,
CORT,CORCEPT THERAPEUTICS INC,Germany,NASDAQ,USD,,
CDXP,CORDEX PHARMA INC,,VALUE,USD,,
CORG,CORDIA CORP,United States of America,PINK,USD,,
P8A,CORDLIFE GROUP LTD,Singapore,SGX,SGD,,SG2E64980112
CDBMF,CORDOBA MINERALS CORP,United States of America,PINK,USD,,
CORDSCABL,CORDS CABLE INDUSTRIES LTD,India,NSE,INR,,INE792I01017
CKK,CORDY OILFIELD SERVICES INC,Canada,VENTURE,CAD,,
2359,CORE CORP,Japan,TSEJ,JPY,JP3284000001,JP3284000001
CGLDF,CORE GOLD INC,,VALUE,CAD,,
CGLDF,CORE GOLD INC,,VALUE,USD,,
CLB,CORE LABORATORIES N.V.,Mexico,NYSE,USD,,NL0000200384
CORX,CORE LITHIUM CORP,United States of America,PINK,USD,,
CMT,CORE MOLDING TECHNOLOGIES IN,United States of America,AMEX,USD,,
CXW,CORECIVIC INC,Germany,NYSE,USD,,
CLGX,CORELOGIC INC,United States of America,NYSE,USD,,
COREPREF,COREM PROPERTY GROUP AB-PREF,Sweden,SFB,SEK,,
CORR,CORENERGY INFRASTRUCTURE TRU,United States of America,NYSE,USD,,
CPLG,COREPOINT LODGING INC,United States of America,NYSE,USD,,
COR,CORESITE REALTY CORP,United States of America,NYSE,USD,,
CRTG,CORETEC GROUP INC/THE,United States of America,PINK,USD,,
CXBS,CORIX BIOSCIENCE INC,,VALUE,USD,,
CIZNA,CORIZON LTD-NEW SHARE,,VALUE,AUD,,
CRMD,CORMEDIX INC,United States of America,AMEX,USD,,
NCUN,CORNERSTONE BUILDING BRANDS,Germany,FWB2,EUR,,
CRSB,CORNERSTONE COMMUNITY BANCOR,United States of America,PINK,USD,,
8112,CORNERSTONE FINANCIAL HOLDINGS,Hong Kong,SEHK,HKD,,
CSOD,CORNERSTONE ONDEMAND INC,United States of America,NASDAQ,USD,,
CWRL,CORNERWORLD CORP,,VALUE,USD,,
GLW,CORNING INC,United States of America,US Exchange,,,
CNIG,CORNING NATURAL GAS HOLDING,United States of America,PINK,USD,,
CORC,CORNWALL RESOURCES INC,,VALUE,USD,,
SRON,CORO ENERGY PLC,United Kingdom,LSE,GBP,,
COROMANDE,COROMANDEL INTERNATIONAL LTD,India,NSE,INR,,INE169A01031
5909,CORONA CORP,Japan,TSEJ,JPY,JP3305950002,JP3305950002
CRN,CORONADO GLOBAL RESOURCE-CDI,Australia,ASX,AUD,,AU0000026122
CML,CORONATION FUND MANAGERS LTD,South Africa,JSE,ZAR,,ZAE000047353
COWI,COROWARE INC,United States of America,PINK,USD,,
CAAP,CORP AMERICA AIRPORTS SA,Mexico,NYSE,USD,,LU1756447840
VESTA,CORP INMOBILIARIA VESTA SAB,Mexico,MEXI,MXN,,MX01VE0M0003
CCT,CORPORATE CAPITAL TRUST INC,,VALUE,USD,,
YDGE,CORPORATE MANAGEMENT SOLUTIO,United States of America,DOLLR4LOT,USD,,
OFC,CORPORATE OFFICE PROPERTIES,United States of America,NYSE,USD,,
CTD,CORPORATE TRAVEL MANAGEMENT,Australia,ASX,AUD,,AU000000CTD3
CORPBANK,CORPORATION BANK,,VALUE,INR,,
CORV.CAD,CORREVIO PHARMA CORP,,VALUE,USD,,
CORV.CAD,CORREVIO PHARMA CORP,,VALUE,CAD,,
CSO,CORSA COAL CORP,Canada,VENTURE,CAD,CA22041E6091,
CTVA,CORTEVA INC- SPN,,US Exchange,,,
CBX,CORTEX BUSINESS SOLUTIONS IN,,VALUE,CAD,,
CRTX,CORTEXYME INC,United States of America,NASDAQ,USD,,
C41,CORTINA HOLDINGS,Singapore,SGX,SGD,,SG1M59904946
CLDB,CORTLAND BANCORP,United States of America,NASDAQ,USD,,
CJREF,CORUS ENTERTAINMENT INC-B SH,United States of America,PINK,USD,,
CRVL,CORVEL CORP,United States of America,NASDAQ,USD,,
KOR,CORVUS GOLD INC,Canada,TSE,CAD,CA2210131058,
CRVS,CORVUS PHARMACEUTICALS INC,United States of America,NASDAQ,USD,,
CZZ,COSAN LTD-CLASS A SHARES,United States of America,NYSE,USD,,
2866,COSCO SHIPPING DEVELOPMENT-H,Hong Kong,SEHK,HKD,,CNE100000536
1138,COSCO SHIPPING ENERGY TRAN-H,Hong Kong,SEHK,HKD,,CNE1000002S8
1919,COSCO SHIPPING HOLDINGS CO-H,Hong Kong,SEHK,HKD,,CNE1000002J7
0517,COSCO SHIPPING INTERNATIONAL,Singapore,SEHK,HKD,,
1199,COSCO SHIPPING PORTS LTD,Germany,SEHK,HKD,,
6905,COSEL CO LTD,Japan,TSEJ,JPY,JP3283700007,JP3283700007
1043,COSLIGHT TECHNOLOGY INTL GP,Hong Kong,SEHK,HKD,,
3386,COSMO BIO CO LTD,Japan,TSEJ,JPY,JP3298700000,JP3298700000
5021,COSMO ENERGY HOLDINGS CO LTD,Japan,TSEJ,JPY,JP3298000005,JP3298000005
COSMOFILM,COSMO FILMS LIMITED,India,NSE,INR,,INE757A01017
2298,COSMO LADY CHINA HOLDINGS CO,Hong Kong,SEHK,HKD,,
COPN,COSMO PHARMACEUTICALS NV,Switzerland,EBS,CHF,,NL0011832936
0120,COSMOPOLITAN INTL HLDGS,Hong Kong,SEHK,HKD,,
COSG,COSMOS GROUP HOLDINGS INC,United States of America,PINK,USD,,
COSM,COSMOS HOLDINGS INC,United States of America,PINK,USD,,
8844,COSMOS INITIA CO LTD,Japan,TSEJ,JPY,JP3970200006,JP3970200006
0118,COSMOS MACHINERY,Hong Kong,SEHK,HKD,,
3349,COSMOS PHARMACEUTICAL CORP,Japan,TSEJ,JPY,JP3298400007,JP3298400007
CMR,COSMOSTEEL HOLDINGS LTD,Germany,FWB2,EUR,,SG1V08936188
CGC,COSTA GROUP HOLDINGS LTD,Australia,ASX,AUD,AU000000CGC2,AU000000CGC2
ATX,COSTA INC-CLASS A,,VALUE,USD,,
CMRE,COSTAMARE INC,Germany,NYSE,USD,,
CMRE,COSTAMARE INC,Germany,NYSE,USD,,
CMRE,COSTAMARE INC,Germany,NYSE,USD,,
CMRE,COSTAMARE INC,Germany,NYSE,USD,,
CSGP,COSTAR GROUP INC,United States of America,NASDAQ,USD,,
CSTI,COSTAR TECHNOLOGIES INC,United States of America,PINK,USD,,
CSSI,COSTAS INC,United States of America,PINK,USD,,
COST,COSTCO WHOLESALE CORP,Germany,US Exchange,,US22160K1051,
4923,COTA CO LTD,Japan,TSEJ,JPY,JP3298900006,JP3298900006
COT,COTINGA PHARMACEUTICALS INC,Canada,VENTURE,CAD,,
3359,COTTA CO LTD,Japan,TSEJ,JPY,,JP3442910000
CWRN,COTTON & WESTERN MINING INC,United States of America,DOLLR4LOT,USD,,
COTY,COTY INC,,US Exchange,,,
CGM,COUGAR METALS NL,Australia,ASX,AUD,,
CPAH,COUNTERPATH CORP,Canada,NASDAQ,USD,,
CUP,COUNTPLUS LTD,Australia,ASX,AUD,AU000000CUP5,AU000000CUP5
CCHHL,COUNTRY CLUB HOSPITALITY & H,India,NSE,INR,,INE652F01027
COUNCODOS,COUNTRY CONDO'S LTD,India,NSE,INR,,INE695B01025
2007,COUNTRY GARDEN HOLDINGS CO,Germany,SEHK,HKD,,
6098,COUNTRY GARDEN SERVICES HOLD,Hong Kong,SEHK,HKD,,
CSP,COUNTRYSIDE PROPERTIES PLC,United Kingdom,LSE,GBP,,GB00BYPHNG03
COUP,COUPA SOFTWARE INC,Mexico,NASDAQ,USD,,
1145,COURAGE INVESTMENT GROUP LTD,Singapore,SEHK,HKD,,
COUR,COURTOIS-R,France,SBF,EUR,,FR0000065393
RE2,COURTS ASIA LTD,,VALUE,SGD,,
CUZ,COUSINS PROPERTIES INC,United States of America,NYSE,USD,,
CVD,COVANCE INC,,VALUE,USD,,
CVA,COVANTA HOLDING CORP,United States of America,NYSE,USD,,
CVGC,COVENANT GROUP OF CHINA INC,,VALUE,USD,,
CVTI,COVENANT TRANSPORT GRP-CL A,United States of America,NASDAQ,USD,,
CYG,COVENTRY GROUP LIMITED,Australia,ASX,AUD,,AU000000CYG6
CVH,COVENTRY HEALTH CARE INC,,US Exchange,,,
1COV,COVESTRO AG,Germany,IBIS,EUR,DE0006062144,DE0006062144
CVET,COVETRUS INC,United States of America,US Exchange,,,
CVIA,COVIA HOLDINGS CORP,United States of America,NYSE,USD,,
COV,COVIDIEN PLC,,US Exchange,,,
FMU,COVIVIO HOTELS SACA,France,SBF,EUR,,
1415,COWELL E HOLDINGS INC,Hong Kong,SEHK,HKD,KYG248141163,
COWN,COWEN INC - A,United States of America,NASDAQ,USD,,
CWLZ,COWLITZ BANCORP,,VALUE,USD,,
9876,COX CO LTD,Japan,TSEJ,JPY,JP3299200000,JP3299200000
COYR,COYOTE RESOURCES INC,,VALUE,USD,,
121,CP LOTUS CORP,Hong Kong,VALUE,HKD,,
0043,CP POKPHAND CO LTD,Hong Kong,SEHK,HKD,,
539,CPH LTD,Singapore,SGX,SGD,,
CVU,CPI AEROSTRUCTURES INC,United States of America,AMEX,USD,,
PMTS,CPI CARD GROUP INC,United States of America,PINK,USD,,
O5G,CPI PROPERTY GROUP SA,Germany,IBIS,EUR,,LU0251710041
CPS,CPL RESOURCES PLC,United Kingdom,LSE,GBP,,
0906,CPMC HOLDINGS LTD,Hong Kong,SEHK,HKD,HK0000057171,
CPSH,CPS TECHNOLOGIES CORP,United States of America,NASDAQ,USD,,
NCYF,CQS NEW CITY HIGH YIELD FUND,United Kingdom,LSE,GBP,,JE00B1LZS514
CIT,CR CAPITAL CORP,Canada,VENTURE,CAD,,
CRAI,CRA INTERNATIONAL INC,United States of America,NASDAQ,USD,,
CBRL,CRACKER BARREL OLD COUNTRY,Germany,NASDAQ,USD,,
CXX,CRADLE RESOURCES LTD,Australia,ASX,AUD,AU000000CXX3,AU000000CXX3
BREW,CRAFT BREW ALLIANCE INC,United States of America,NASDAQ,USD,,
RAON,CRAMO OYJ,,VALUE,EUR,,
CR,CRANE CO,Germany,NYSE,USD,,
CRW,CRANEWARE PLC,United Kingdom,LSE,GBP,GB00B2425G68,GB00B2425G68
CWK,CRANSWICK PLC,United Kingdom,LSE,GBP,GB0002318888,GB0002318888
CGN,CRATER GOLD MINING LTD,Australia,ASX,AUD,AU000000CGN9,AU000000CGN9
CRV,CRAVEN HOUSE CAPITAL PLC,,LSE,USD,,GB00BD4FQ360
CRAY,CRAY INC,,VALUE,USD,,
CRAYONO,CRAYON GROUP HOLDING AS,Norway,OMXNO,NOK,,
CRZY,CRAZY WOMAN CREEK BANCORP,United States of America,PINK,USD,,
1786,CRCC HIGH-TECH EQUIPMENT C-H,Hong Kong,SEHK,HKD,,CNE1000023F1
1757,CREA HOLDINGS INC,Japan,TSEJ,JPY,JP3236100008,JP3236100008
CLXN,CREALOGIX HOLDING AG-REG,Switzerland,EBS,CHF,,CH0011115703
8368,CREATIVE CHINA HOLDINGS LTD,Hong Kong,SEHK,HKD,,
FITX,CREATIVE EDGE NUTRITION INC,United States of America,PINK,USD,,
3992,CREATIVE ENTERPRISE HOLDINGS,Hong Kong,SEHK,HKD,,
CREATIVEY,CREATIVE EYE LTD,India,NSE,INR,,INE230B01021
CLCN,CREATIVE LEARNING CORP,United States of America,PINK,USD,,
CREX,CREATIVE REALITIES INC,United States of America,NASDAQ,USD,,
CREAF,CREATIVE TECHNOLOGY LTD,United States of America,PINK,USD,,
CRD,CREDIBLE LABS INC-CDI,,VALUE,AUD,,
BAP,CREDICORP LTD,Mexico,NYSE,USD,,
CACC,CREDIT ACCEPTANCE CORP,United States of America,NASDAQ,USD,,
ACA1,CREDIT AGRICOLE SA,Switzerland,EBS,CHF,,FR0000045072
CBOM,CREDIT BANK OF MOSCOW PJSC,Russia,MOEX,RUB,,RU000A0JUG31
CCP,CREDIT CORP GROUP LIMITED,Australia,ASX,AUD,,AU000000CCP3
8253,CREDIT SAISON CO LTD,Japan,TSEJ,JPY,,JP3271400008
CIK,CREDIT SUISSE ASSET MGMT INC,United States of America,AMEX,USD,,
CS,CREDIT SUISSE GROUP-SPON ADR,Mexico,NYSE,USD,,
CREDITACC,CREDITACCESS GRAMEEN LTD,India,NSE,INR,,INE741K01010
COHO,CREDNOLOGY HOLDING CORP,United States of America,PINK,USD,,
4763,CREEK & RIVER CO LTD,Japan,TSEJ,JPY,JP3269700005,JP3269700005
CRJ,CREEPY JAR SA,Poland,WSE,PLN,PLCRPJR00019,PLCRPJR00019
CRL,CREIGHTONS PLC,United Kingdom,LSE,GBP,,GB0002341666
9698,CREO CO LTD,Japan,TSEJ,JPY,JP3271000006,JP3271000006
CREO,CREO MEDICAL GROUP PLC,United Kingdom,LSE,GBP,,GB00BZ1BLL44
CRSA,CRESCENT ACQUISITION CORP-A,United States of America,NASDAQ,USD,,
CPG,CRESCENT POINT ENERGY CORP,United States of America,NYSE,USD,,
CTX,CRESCITA THERAPEUTICS INC,Canada,TSE,CAD,,
4674,CRESCO LTD,Japan,TSEJ,JPY,JP3271100004,JP3271100004
CPH,CRESO PHARMA LTD,Australia,ASX,AUD,,AU000000CPH2
CRST,CREST NICHOLSON HOLDINGS,United Kingdom,LSE,GBP,,GB00B8VZXT93
CRES,CREST RESOURCES INC/CA,Canada,PURE,CAD,,
CREST,CREST VENTURES LTD,India,NSE,INR,,INE559D01011
7812,CRESTEC INC,Japan,TSEJ,JPY,JP3271150009,JP3271150009
CSTJ,CRESTON RESOURCES LTD,,VALUE,USD,,
CEQP,CRESTWOOD EQUITY PARTNERS LP,United States of America,NYSE,USD,,
CRV,CRESVAL CAPITAL CORP,Canada,VENTURE,CAD,,
CWEGF,CREW ENERGY INC,United States of America,PINK,USD,,
CXDO,CREXENDO INC,United States of America,PINK,USD,,
CXS,CREXUS INVESTMENT CORP,,VALUE,USD,,
CRHM,CRH MEDICAL CORP,United States of America,AMEX,USD,,
CRH,CRH PLC-SPONSORED ADR,United States of America,NYSE,USD,,
3698,CRI MIDDLEWARE CO LTD,Japan,TSEJ,JPY,JP3346050002,JP3346050002
CSN,CRIMSON BIOENERGY LTD,,VALUE,CAD,,
CWGL,CRIMSON WINE GROUP LTD,United States of America,PINK,USD,,
CRNX,CRINETICS PHARMACEUTICALS IN,United States of America,NASDAQ,USD,,
CRISIL,CRISIL LTD,India,NSE,INR,,INE007A01025
CRSP,CRISPR THERAPEUTICS AG,United States of America,NASDAQ,USD,,
CRE,CRITICAL ELEMENTS LITHIUM CO,Canada,VENTURE,CAD,,
CSLI,CRITICAL SOLUTIONS INC,United States of America,PINK,USD,,
0122,CROCODILE GARMENTS,Hong Kong,SEHK,HKD,,
CROX,CROCS INC,United States of America,NASDAQ,USD,,
CRDA,CRODA INTERNATIONAL PLC,United Kingdom,LSE,GBP,GB00BJFFLV09,GB00BJFFLV09
CHBH,CROGHAN BANCSHARES INC,United States of America,PINK,USD,,
CROMPTON,CROMPTON GREAVES CONSUMER EL,India,NSE,INR,,INE299U01018
CMW,CROMWELL PROPERTY GROUP,Australia,ASX,AUD,AU000000CMW8,AU000000CMW8
CRON,CRONOS GROUP INC,United States of America,NASDAQ,USD,,
CLI,CROPLOGIC LTD,Australia,ASX,AUD,,
9428,CROPS CORP,Japan,TSEJ,JPY,JP3273100002,JP3273100002
XBOR,CROSS BORDER RESOURCES INC,United States of America,PINK,USD,,
XCLK,CROSS CLICK MEDIA INC,,VALUE,USD,,
CCRN,CROSS COUNTRY HEALTHCARE INC,United States of America,NASDAQ,USD,,
3675,CROSS MARKETING GROUP INC,Japan,TSEJ,JPY,JP3272760004,JP3272760004
CRT,CROSS TIMBERS ROYALTY TRUST,United States of America,NYSE,USD,,
0032,CROSS-HARBOUR HOLDINGS LTD,Hong Kong,SEHK,HKD,HK0032009356,
CAPL,CROSSAMERICA PARTNERS LP,United States of America,NYSE,USD,,
7810,CROSSFOR CO LTD,Japan,TSEJ,JPY,JP3272650007,JP3272650007
CRSS,CROSSROADS SYSTEMS INC,United States of America,PINK,USD,,
CWNR,CROSSWIND RENEWABLE ENERGY C,United States of America,PINK,USD,,
CWI,CROSSWINDS HOLDINGS INC,,VALUE,CAD,,
CCS,CROSSWORD CYBERSECURITY PLC,United Kingdom,LSE,GBP,,GB00BNG2LT65
CRWG,CROWDGATHER INC,United States of America,PINK,USD,,
CRWD,CROWDSTRIKE HOLDINGS INC - A,United States of America,NASDAQ,USD,,
