EOD-Code,EOD-Name,Symbol-IB,longName-IB,Name_197
GNMX,AEVI GENOMIC MEDICINE INC,GNMX,AEVI GENOMIC MEDICINE INC,AEVI GENOMIC MEDICINE INC
AEVS,Aevis Victoria SA,AEVS,AEVIS VICTORIA SA,AEVIS VICTORIA SA
L38,AF Global Limited,L38,AF GLOBAL LTD,AF GLOBAL LTD
AFAGR,Afarak Group Oyj,AFRK,AFARAK GROUP OYJ,AFARAK GROUP OYJ
AFC,AFC ENERGY PLC,AFC,AFC ENERGY PLC,AFC ENERGY PLC
AFHL,Afcon Holdings Ltd,AFHL,AFCON HOLDINGS LTD,AFCON HOLDINGS LTD
AMG,Affiliated Managers Group Inc,AMG,AFFILIATED MANAGERS GROUP,AFFILIATED MANAGERS GROUP
ABVG,Affinity Beverage Group Inc,ABVG,AFFINITY BEVERAGE GROUP INC,AFFINITY BEVERAGE GROUP INC
AEB,AFFINITY ENERGY AND HEALTH L,AEB,AFFINITY ENERGY AND HEALTH L,AFFINITY ENERGY AND HEALTH L
AFYG,Affinity Gold Corp,AFYG,AFFINITY GOLD CORP,AFFINITY GOLD CORP
AFF,Affinity Metals Corp,AFF,AFFINITY METALS CORP,AFFINITY METALS CORP
AFFN,AFFINITY NETWORKS INC,AFFN,AFFINITY NETWORKS INC,AFFINITY NETWORKS INC
AFI,AFFINOR GROWERS INC,AFI,AFFINOR GROWERS INC,AFFINOR GROWERS INC
AFFMQ,AFFIRMATIVE INSURANCE HOLDIN,AFFMQ,AFFIRMATIVE INSURANCE HOLDIN,AFFIRMATIVE INSURANCE HOLDIN
1466,Affluent Partners Holdings Ltd,1466,AFFLUENT PARTNERS HOLDINGS,AFFLUENT PARTNERS HOLDINGS
AFFY,Affymax Inc.,AFFY,AFFYMAX INC,AFFYMAX INC
AFID,AFI DEVELOPMENT PLC-GDR REGS,AFID,AFI DEVELOPMENT PLC-GDR REGS,AFI DEVELOPMENT PLC-GDR REGS
AFL,Aflac Inc,AFL,AFLAC INC,AFLAC INC
AFR,AFREN PLC,AFR,AFREN PLC,AFREN PLC
AEC,Africa Energy Corp.,HPMCF,AFRICA ENERGY CORP,AFRICA ENERGY CORP
AFRE,Africa Israel Residences Ltd,AFRE,AFRICA ISRAEL RESIDENCES LTD,AFRICA ISRAEL RESIDENCES LTD
AOI,Africa Oil Corp,AOIFF,AFRICA OIL CORP,AFRICA OIL CORP
ACCS,AFRICAN COPPER CORP,ACCS,AFRICAN COPPER CORP,AFRICAN COPPER CORP
A1G,African Gold Ltd,A1G,AFRICAN GOLD LTD,AFRICAN GOLD LTD
AFMCF,AFRICAN METALS CORP,AFMCF,AFRICAN METALS CORP,AFRICAN METALS CORP
AMLZF,AFRICAN MINERALS LTD,AMLZF,AFRICAN MINERALS LTD,AFRICAN MINERALS LTD
ARI,African Rainbow Minerals Ltd,ARI,AFRICAN RAINBOW MINERALS LTD,AFRICAN RAINBOW MINERALS LTD
ATM,AfriTin Mining Ltd,ATM,AFRITIN MINING LTD,AFRITIN MINING LTD
AFTM,Aftermaster Inc,AFTM,AFTERMASTER INC,AFTERMASTER INC
AFY,AFTERPAY HOLDINGS LTD,AFY,AFTERPAY HOLDINGS LTD,AFTERPAY HOLDINGS LTD
AFN,Ag Growth International Inc,AGGZF,AG GROWTH INTERNATIONAL INC,AG GROWTH INTERNATIONAL INC
MITT,AG Mortgage Investment Trust Inc,MITT,AG MORTGAGE INVESTMENT TRUST,AG MORTGAGE INVESTMENT TRUST
AGARIND,Agarwal Industrial Corporation Limited,AGARIND,AGARWAL INDUSTRIAL CORPORATI,AGARWAL INDUSTRIAL CORPORATI
5201,AGC Inc,5201,AGC INC,AGC INC
AGCO,AGCO Corporation,AGCO,AGCO CORP,AGCO CORP
UAVS,Ageagle Aerial Systems Inc,UAVS,AGEAGLE AERIAL SYSTEMS INC,AGEAGLE AERIAL SYSTEMS INC
AU1,Agency Group Australia Ltd,AU1,AGENCY GROUP AUSTRALIA LTD,AGENCY GROUP AUSTRALIA LTD
AIFS,AGENT INFORMATION SOFTWARE I,AIFS,AGENT INFORMATION SOFTWARE I,AGENT INFORMATION SOFTWARE I
AGMC,AGENT155 MEDIA CORP,AGMC,AGENT155 MEDIA CORP,AGENT155 MEDIA CORP
AGEN,Agenus Inc,AGEN,AGENUS INC,AGENUS INC
AGE,AgeX Therapeutics Inc,AGE,AGEX THERAPEUTICS INC,AGEX THERAPEUTICS INC
AGFMF,AGF MANAGEMENT LTD-CLASS B,AGFMF,AGF MANAGEMENT LTD-CLASS B,AGF MANAGEMENT LTD-CLASS B
AFGVY,Agfa Gevaert NV ADR,AFGVY,AGFA GEVAERT NV-UNSPON ADR,AGFA GEVAERT NV-UNSPON ADR
AGK,AGGREKO PLC,AGK,AGGREKO PLC,AGGREKO PLC
3383,Agile Group Holdings Ltd,3383,AGILE GROUP HOLDINGS LTD,AGILE GROUP HOLDINGS LTD
AGRX,Agile Thrpe,AGRX,AGILE THERAPEUTICS INC,AGILE THERAPEUTICS INC
A,Agilent Technologies Inc,A,AGILENT TECHNOLOGIES INC,AGILENT TECHNOLOGIES INC
AGYS,Agilysys Inc,AGYS,AGILYSYS INC,AGILYSYS INC
AGIO,Agios Pharm,AGIO,AGIOS PHARMACEUTICALS INC,AGIOS PHARMACEUTICALS INC
AGI,AGIPLAN TECHNOSOFT AG,AGI,AGIPLAN TECHNOSOFT AG,AGIPLAN TECHNOSOFT AG
AJX,AGJUNCTION INC,AJX,AGJUNCTION INC,AGJUNCTION INC
AGL,AGL Energy Ltd,AGL,AGL ENERGY LTD,AGL ENERGY LTD
GAS,AGL RESOURCES INC,GAS,AGL RESOURCES INC,AGL RESOURCES INC
AGMH,AGM Group Holdings Inc Class A,AGMH,AGM GROUP HOLDINGS INC,AGM GROUP HOLDINGS INC
AGNCM,AGNC INVESTMENT CORP,AGNCM,AGNC INVESTMENT CORP,AGNC INVESTMENT CORP
AGNCM,AGNC INVESTMENT CORP,AGNCM,AGNC INVESTMENT CORP,AGNC INVESTMENT CORP
AEM,Agnico Eagle Mines Limited,AEM,AGNICO EAGLE MINES LTD,AGNICO EAGLE MINES LTD
AGHI,AGORA HOLDINGS INC,AGHI,AGORA HOLDINGS INC,AGORA HOLDINGS INC
9704,Agora Hospitality Group Co Ltd,9704,AGORA HOSPITALITY GROUP CO L,AGORA HOSPITALITY GROUP CO L
3467,Agratio Urban Design Inc,3467,AGRATIO URBAN DESIGN INC,AGRATIO URBAN DESIGN INC
GRO,AGRIA CORP - ADR,GRO,AGRIA CORP - ADR,AGRIA CORP - ADR
1288,Agricultural Bank Of China,1288,AGRICULTURAL BANK OF CHINA-H,AGRICULTURAL BANK OF CHINA-H
EURI,Agrieuro Corp,EURI,AGRIEURO CORP,AGRIEURO CORP
AMN,Agrimin Ltd,AMN,AGRIMIN LTD,AGRIMIN LTD
ANO,AGRIMINCO CORP,ANO,AGRIMINCO CORP,AGRIMINCO CORP
FBER,AGRITECH WORLDWIDE INC,FBER,AGRITECH WORLDWIDE INC,AGRITECH WORLDWIDE INC
AGTK,Agritek Holdings Inc,AGTK,AGRITEK HOLDINGS INC,AGRITEK HOLDINGS INC
AGTA,Agriterra Limited,AGTA,AGRITERRA LTD,AGRITERRA LTD
AGU,AGRIUM INC,AGU,AGRIUM INC,AGRIUM INC
ACMB,AGRO CAPITAL MANAGEMENT CORP,ACMB,AGRO CAPITAL MANAGEMENT CORP,AGRO CAPITAL MANAGEMENT CORP
AGROPHOS,Agro Phos India Limited,AGROPHOS,AGRO PHOS INDIA LTD,AGRO PHOS INDIA LTD
ATFL,Agro Tech Foods Limited,ATFL,AGRO TECH FOODS LTD,AGRO TECH FOODS LTD
4955,Agro-Kanesho Co Ltd,4955,AGRO-KANESHO CO LTD,AGRO-KANESHO CO LTD
AGFS,AgroFresh Solutions Inc,AGFS,AGROFRESH SOLUTIONS INC,AGROFRESH SOLUTIONS INC
AGL,AGROLIGA GROUP PLC,AGL,AGROLIGA GROUP PLC,AGROLIGA GROUP PLC
AGT,Agroton Public Ltd.,AGT,AGROTON PUBLIC LTD,AGROTON PUBLIC LTD
8279,AGTech Holdings Ltd,8279,AGTECH HOLDINGS LTD,AGTECH HOLDINGS LTD
AGR,Aguia Resources Ltd,AGRL,AGUIA RESOURCES LTD,AGUIA RESOURCES LTD
AGL,Aguila American Gold Ltd,AGL,AGUILA COPPER CORP,AGUILA AMERICAN GOLD LTD
AHIMSA,AHIMSA INDUSTRIES LTD,AHIMSA,AHIMSA INDUSTRIES LTD,AHIMSA INDUSTRIES LTD
5852,Ahresty Corp,5852,AHRESTY CORP,AHRESTY CORP
3076,Ai Holdings Corp,3076,AI HOLDINGS CORP,AI HOLDINGS CORP
AIEQ,AI Powered Equity ETF,AIEQ,AI POWERED EQUITY ETF,AI POWERED EQUITY ETF
AIAENG,AIA Engineering Limited,AIAENG,AIA ENGINEERING LTD,AIA ENGINEERING LTD
01299,AIA Group Ltd,1299,AIA GROUP LTD,AIA GROUP LTD
5482,Aichi Steel Corp,5482,AICHI STEEL CORP,AICHI STEEL CORP
6118,Aida Engineering Ltd,6118,AIDA ENGINEERING LTD,AIDA ENGINEERING LTD
8515,Aiful Corp,8515,AIFUL CORP,AIFUL CORP
9854,Aigan Co Ltd,9854,AIGAN CO LTD,AIGAN CO LTD
ALRN,Aileron Therapeutics Inc,ALRN,AILERON THERAPEUTICS INC,AILERON THERAPEUTICS INC
AIMT,AIMMUNE THERAPEUTICS INC,AIMT,AIMMUNE THERAPEUTICS INC,AIMMUNE THERAPEUTICS INC
9627,Ain Pharmaciez Inc,9627,AIN HOLDINGS INC,AIN HOLDINGS INC
AINO,Aino Health AB,AINO,AINO HEALTH AB,AINO HEALTH AB
AGI,Ainsworth Game Technology Ltd,AGI,AINSWORTH GAME TECHNOLOGY LT,AINSWORTH GAME TECHNOLOGY LT
6718,Aiphone Co Ltd,6718,AIPHONE CO LTD,AIPHONE CO LTD
AB1,Air Berlin,AB1,AIR BERLIN PLC,AIR BERLIN PLC
AC,Air Canada,AC,AIR CANADA,AIR CANADA
AIRYY,Air China Ltd ADR,AIRYY,AIR CHINA LTD-SPONSORED-ADR,AIR CHINA LTD-SPONSORED-ADR
AF,Air France-KLM SA,AF,AIR FRANCE-KLM,AIR FRANCE-KLM
APD,Air Products and Chemicals Inc,APD,AIR PRODUCTS & CHEMICALS INC,AIR PRODUCTS & CHEMICALS INC
AIRAN,Airan Limited,AIRAN,AIRAN LTD,AIRAN LTD
ABPR,Airborne Security & Protective Services Inc,ABPR,AIRBORNE SECURITY & PROTECTI,AIRBORNE SECURITY & PROTECTI
ABWN,Airborne Wireless Network,ABWN,AIRBORNE WIRELESS NETWORK,AIRBORNE WIRELESS NETWORK
BOS,AirBoss of America Corp.,BOS,AIRBOSS OF AMERICA CORP,AIRBOSS OF AMERICA CORP
AYR,AIRCASTLE LTD,AYR,AIRCASTLE LTD,AIRCASTLE LTD
AIRG,Airgain Inc,AIRG,AIRGAIN INC,AIRGAIN INC
ARG,AIRGAS INC,ARG,AIRGAS INC,AIRGAS INC
IQ,AirIQ Inc,IQ,AIRIQ INC,AIRIQ INC
ANTE,Airnet Technology Inc,ANTE,AIRNET TECHNOLOGY INC-ADR,AIRNET TECHNOLOGY INC-ADR
CSSA,AIROPACK TECHNOLOGY GROUP AG,CSSA,AIROPACK TECHNOLOGY GROUP AG,AIROPACK TECHNOLOGY GROUP AG
ARPT,Airport City Ltd,ARPT,AIRPORT CITY LTD,AIRPORT CITY LTD
8864,Airport Facilities Co Ltd,8864,AIRPORT FACILITIES CO LTD,AIRPORT FACILITIES CO LTD
AIPUY,Airports of Thailand PCL ADR,AIPUY,AIRPORTS OF THAILAND PCL-ADR,AIRPORTS OF THAILAND PCL-ADR
AIRO,AIRSPAN NETWORKS INC,AIRO,AIRSPAN NETWORKS INC,AIRSPAN NETWORKS INC
6291,Airtech Japan Ltd,6291,AIRTECH JAPAN LTD,AIRTECH JAPAN LTD
AAF,Airtel Africa Plc,AAF,AIRTEL AFRICA PLC,AIRTEL AFRICA PLC
ATCH,AIRTOUCH COMMUNICATIONS INC,ATCH,AIRTOUCH COMMUNICATIONS INC,AIRTOUCH COMMUNICATIONS INC
6191,AirTrip Corp,6191,AIRTRIP CORP,AIRTRIP CORP
7283,Aisan Industry Co Ltd,7283,AISAN INDUSTRY CO LTD,AISAN INDUSTRY CO LTD
4667,Aisan Technology Co Ltd,4667,AISAN TECHNOLOGY CO LTD,AISAN TECHNOLOGY CO LTD
7259,Aisin Seiki Ltd,7259,AISIN CORP,AISIN SEIKI CO LTD
600271,Aisino Corp,600271,AISINO CORP-A,AISINO CORP-A
ASYI,AISYSTEMS INC,ASYI,AISYSTEMS INC,AISYSTEMS INC
9381,AIT Corp,9381,AIT CORP,AIT CORP
AIXA,AIXTRON SE,AIXA,AIXTRON SE,AIXTRON SE
8708,Aizawa Securities Co Ltd,8708,AIZAWA SECURITIES GROUP CO L,AIZAWA SECURITIES CO LTD
AJB,AJ Bell plc,AJB,AJ BELL PLC,AJ BELL PLC
AJL,AJ Lucas Group Ltd,AJL,AJ LUCAS GROUP LIMITED,AJ LUCAS GROUP LIMITED
AJANTPHARM,Ajanta Pharma Limited,AJANTPHAR,AJANTA PHARMA LTD,AJANTA PHARMA LTD
2802,Ajinomoto Co. Inc.,2802,AJINOMOTO CO INC,AJINOMOTO CO INC
AJMERA,Ajmera Realty & Infra India Limited,AJMERA,AJMERA REALTY & INFRA INDIA,AJMERA REALTY & INFRA INDIA
1789,AK Medical Holdings Ltd,1789,AK MEDICAL HOLDINGS LTD,AK MEDICAL HOLDINGS LTD
AKS,AK STEEL HOLDING CORP,AKS,AK STEEL HOLDING CORP,AK STEEL HOLDING CORP
AKAM,Akamai Technologies Inc,AKAM,AKAMAI TECHNOLOGIES INC,AKAMAI TECHNOLOGIES INC
AKTX,Akari Therapeutics PLC,AKTX,AKARI THERAPEUTICS PLC-ADR,AKARI THERAPEUTICS PLC-ADR
1997,Akatsuki Eazima Co Ltd,1997,AKATSUKI EAZIMA CO LTD,AKATSUKI EAZIMA CO LTD
AKCA,AKCEA THERAPEUTICS INC,AKCA,AKCEA THERAPEUTICS INC,AKCEA THERAPEUTICS INC
AKBA,Akebia Ther,AKBA,AKEBIA THERAPEUTICS INC,AKEBIA THERAPEUTICS INC
7238,Akebono Brake Industry Co Ltd,7238,AKEBONO BRAKE INDUSTRY CO,AKEBONO BRAKE INDUSTRY CO
AKER,Aker ASA,AKER,AKER ASA-A SHARES,AKER ASA-A SHARES
AKRYY,AKER SOLUTIONS ASA-UNSP ADR,AKRYY,AKER SOLUTIONS ASA-UNSP ADR,AKER SOLUTIONS ASA-UNSP ADR
KERN,Akerna Corp,KERN,AKERNA CORP,AKERNA CORP
AKRO,Akero Therapeutics Inc,AKRO,AKERO THERAPEUTICS INC,AKERO THERAPEUTICS INC
1380,Akikawa Foods & Farms Co Ltd,1380,AKIKAWA FOODS & FARMS CO LTD,AKIKAWA FOODS & FARMS CO LTD
8343,Akita Bank Ltd,8343,AKITA BANK LTD/THE,AKITA BANK LTD/THE
AKTAF,AKITA DRILLING LTD-CL A,AKTAF,AKITA DRILLING LTD-CL A,AKITA DRILLING LTD-CL A
AKRXQ,AKORN INC,AKRXQ,AKORN INC,AKORN INC
AKTS,Akoustis Technologies Inc,AKTS,AKOUSTIS TECHNOLOGIES INC,AKOUSTIS TECHNOLOGIES INC
AKSHOPTFBR,Aksh Optifibre Limited,AKSHOPTFB,AKSH OPTIFIBRE LIMITED,AKSH OPTIFIBRE LIMITED
AKSHARCHEM,AksharChem India Limited,AKSHARCHE,AKSHARCHEM INDIA LTD,AKSHARCHEM INDIA LTD
AKTIA,Aktia Bank Abp,AKTIA,AKTIA BANK OYJ,AKTIA BANK OYJ
AKVA,Akva Group,AKVA,AKVA GROUP ASA,AKVA GROUP ASA
AKZOINDIA,Akzo Nobel India Limited,AKZOINDIA,AKZO NOBEL INDIA LTD,AKZO NOBEL INDIA LTD
AKZA,Akzo Nobel NV,AKZA,AKZO NOBEL N.V.,AKZO NOBEL N.V.
8360,Al Group Ltd,8360,AL GROUP LTD,AL GROUP LTD
AAIIQ,ALABAMA AIRCRAFT INDUSTRIES,AAIIQ,ALABAMA AIRCRAFT INDUSTRIES,ALABAMA AIRCRAFT INDUSTRIES
ASR,ALACER GOLD CORP,ASR,ALACER GOLD CORP,ALACER GOLD CORP
ASPT,ALADDIN SEPARATION TECH INC,ASPT,ALADDIN SEPARATION TECH INC,ALADDIN SEPARATION TECH INC
ALG,Alamo Group Inc,ALG,ALAMO GROUP INC,ALAMO GROUP INC
AGI,Alamos Gold Inc,AGI,ALAMOS GOLD INC-CLASS A,ALAMOS GOLD INC-CLASS A
ALAN,Alanco Tech Inc,ALAN,ALANCO TECHNOLOGIES INC,ALANCO TECHNOLOGIES INC
ALANKIT,Alankit Limited,ALANKIT,ALANKIT LTD,ALANKIT LTD
AUQ,Alara Resources Ltd,AUQ,ALARA RESOURCES LTD,ALARA RESOURCES LTD
ALRM,Alarm.com Holdings Inc,ALRM,ALARM.COM HOLDINGS INC,ALARM.COM HOLDINGS INC
ALK,Alaska Air Group Inc,ALK,ALASKA AIR GROUP INC,ALASKA AIR GROUP INC
AKGC,ALASKA GOLD CORP,AKGC,ALASKA GOLD CORP,ALASKA GOLD CORP
ASKE,Alaska Pacific Energy Corp,ASKE,ALASKA PACIFIC ENERGY CORP,ALASKA PACIFIC ENERGY CORP
APTL,Alaska Power & Telephone Company,APTL,ALASKA POWER & TELEPHONE CO,ALASKA POWER & TELEPHONE CO
ALBA,Alba Mineral Resources,ALBA,ALBA MINERAL RESOURCES PLC,ALBA MINERAL RESOURCES PLC
ABA,ALBA SE,ABA,ALBA SE,ALBA SE
AIN,Albany International Corporation,AIN,ALBANY INTL CORP-CL A,ALBANY INTL CORP-CL A
ALB,Albemarle Corp,ALB,ALBEMARLE CORP,ALBEMARLE CORP
ALBERTDAVD,Albert David Limited,ALBERTDAV,ALBERT DAVID LTD,ALBERT DAVID LTD
3906,Albert Inc,3906,ALBERT INC,ALBERT INC
ALAC,Alberton Acquisition Corporation,ALAC,ALBERTON ACQUISITION CORP,ALBERTON ACQUISITION CORP
ALAC,Alberton Acquisition Corporation,ALAC,ALBERTON ACQUISITION CORP,ALBERTON ACQUISITION CORP
AADV,Albion Development VCT PLC,AADV,ALBION DEVELOPMENT VCT PLC,ALBION DEVELOPMENT VCT PLC
AATG,Albion Technology & General VCT PLC,AATG,ALBION TECHNOLOGY & GENERAL,ALBION TECHNOLOGY & GENERAL
ALBO,Albireo Pharma Inc,ALBO,ALBIREO PHARMA INC,ALBIREO PHARMA INC
ALCA,Alcadon Group AB,ALCAD,ALCADON GROUP AB,ALCADON GROUP AB
ALU,ALCATEL-LUCENT-SPONSORED ADR,ALU,ALCATEL-LUCENT-SPONSORED ADR,ALCATEL-LUCENT-SPONSORED ADR
AEFS,ALCENTRA EUROPEAN FLOATING R,AEFS,ALCENTRA EUROPEAN FLOATING R,ALCENTRA EUROPEAN FLOATING R
ALCHEM,ALCHEMIST LTD,ALCHEM,ALCHEMIST LTD,ALCHEMIST LTD
ALMY,ALCHEMY CREATIVE INC,ALMY,ALCHEMY CREATIVE INC,ALCHEMY CREATIVE INC
ALY,Alchemy Resources Ltd,ALY,ALCHEMY RESOURCES LTD,ALCHEMY RESOURCES LTD
ALC,Alcidion Group Ltd,ALC,ALCIDION GROUP LTD,ALCIDION GROUP LTD
AA,Alcoa Corp,AA,ALCOA CORP,ALCOA CORP
3036,Alconix Corp,3036,ALCONIX CORP,ALCONIX CORP
ALDE,Aldebaran Resources Inc,ALDE,ALDEBARAN RESOURCES INC,ALDEBARAN RESOURCES INC
AL8,Alderan Resources Ltd,AL8,ALDERAN RESOURCES LTD,ALDERAN RESOURCES LTD
ALD,ALDERMORE GROUP PLC,ALD,ALDERMORE GROUP PLC,ALDERMORE GROUP PLC
IRON,ALDERON IRON ORE CORP,IRON,ALDERON IRON ORE CORP,ALDERON IRON ORE CORP
IRON,ALDERON IRON ORE CORP,IRON,ALDERON IRON ORE CORP,ALDERON IRON ORE CORP
ALDX,Aldeyra The,ALDX,ALDEYRA THERAPEUTICS INC,ALDEYRA THERAPEUTICS INC
AIW,ALDRIDGE MINERALS INC,AIW,ALDRIDGE MINERALS INC,ALDRIDGE MINERALS INC
AIW,ALDRIDGE MINERALS INC,AIW,ALDRIDGE MINERALS INC,ALDRIDGE MINERALS INC
LEP,ALE PROPERTY GROUP,LEP,ALE PROPERTY GROUP,ALE PROPERTY GROUP
AH,Aleafia Health Inc,AH,ALEAFIA HEALTH INC,ALEAFIA HEALTH INC
ALEC,Alector Inc,ALEC,ALECTOR INC,ALECTOR INC
ALELIO,Alelion Energy Systems AB,ALELIO,ALELION ENERGY SYSTEMS AB,ALELION ENERGY SYSTEMS AB
ALEMBICLTD,Alembic Limited,ALEMBICLT,ALEMBIC LIMITED,ALEMBIC LIMITED
APLLTD,Alembic Pharmaceuticals Limited,APLLTD,ALEMBIC PHARMACEUTICALS LTD,ALEMBIC PHARMACEUTICALS LTD
ALRS,Alerus Financial Corp,ALRS,ALERUS FINANCIAL CORP,ALERUS FINANCIAL CORP
ALEX,Alexander & Baldwin Holdings Inc,ALEX,ALEXANDER & BALDWIN INC,ALEXANDER & BALDWIN INC
AZX,ALEXANDRIA MINERALS CORP,AZX,ALEXANDRIA MINERALS CORP,ALEXANDRIA MINERALS CORP
AXU,Alexco Resource Corp,AXU,ALEXCO RESOURCE CORP,ALEXCO RESOURCE CORP
ALXN,ALEXION PHARMACEUTICALS INC,ALXN,ALEXION PHARMACEUTICALS INC,ALEXION PHARMACEUTICALS INC
AJX,Alexium International Group,AJX,ALEXIUM INTERNATIONAL GROUP,ALEXIUM INTERNATIONAL GROUP
ALXA,ALEXZA PHARMACEUTICALS INC,ALXA,ALEXZA PHARMACEUTICALS INC,ALEXZA PHARMACEUTICALS INC
ALFA,Alfa Financial Software Holdings PLC,ALFA,ALFA FINANCIAL SOFTWARE HOLD,ALFA FINANCIAL SOFTWARE HOLD
ALFA,Alfa Laval AB,ALFA,ALFA LAVAL AB,ALFA LAVAL AB
2784,Alfresa Holdings Corp,2784,ALFRESA HOLDINGS CORP,ALFRESA HOLDINGS CORP
AGNPF,ALGERNON PHARMACEUTICALS INC,AGNPF,ALGERNON PHARMACEUTICALS INC,ALGERNON PHARMACEUTICALS INC
ALC,Algoma Central Corporation,ALC,ALGOMA CENTRAL CORP,ALGOMA CENTRAL CORP
AQN,Algonquin Power & Utilities Corp,AQN,ALGONQUIN POWER & UTILITIES,ALGONQUIN POWER & UTILITIES
ALH,ALHAMBRA RESOURCES LTD.,ALH,ALHAMBRA RESOURCES LTD.,ALHAMBRA RESOURCES LTD.
ANZ,Alianza Minerals Ltd,ANZ,ALIANZA MINERALS LTD,ALIANZA MINERALS LTD
BABA,Alibaba Group Holding Ltd,BABA,ALIBABA GROUP HOLDING-SP ADR,ALIBABA GROUP HOLDING-SP ADR
0241,Alibaba Health Information Technology Ltd,TWY,ALIBABA HEALTH INFORMATION T,ALIBABA HEALTH INFORMATION T
1060,Alibaba Pictures Group Ltd,1060,ALIBABA PICTURES GROUP LTD,ALIBABA PICTURES GROUP LTD
AQI,Alicanto Minerals Ltd,AQI,ALICANTO MINERALS LTD,ALICANTO MINERALS LTD
ACNE,Alice Consolidated Mines Inc,ACNE,ALICE CONS MINING INC,ALICE CONS MINING INC
ALCO,Alico Inc,ALCO,ALICO INC,ALICO INC
ALICON,Alicon Castalloy Limited,ALICON,ALICON CASTALLOY LIMITED,ALICON CASTALLOY LIMITED
ALGN,Align Technology Inc,ALGN,ALIGN TECHNOLOGY INC,ALIGN TECHNOLOGY INC
ALIG,Alimak Hek Group AB,ALIG,ALIMAK GROUP AB,ALIMAK GROUP AB
ALORY,Alior Bank SA ADR,ALORY,ALIOR BANK SA - UNSP ADR,ALIOR BANK SA - UNSP ADR
ALYA,Alithya Group inc Class A,ALYA,ALITHYA GROUP INC-CLASS A,ALITHYA GROUP INC-CLASS A
ALJJ,ALJ Regional Holdings Inc,ALJJ,ALJ REGIONAL HOLDINGS INC,ALJ REGIONAL HOLDINGS INC
AKABY,ALK-Abello A/S ADR,AKABY,ALK-ABELLO A/S-SPON ADR,ALK-ABELLO A/S-SPON ADR
ALKALI,Alkali Metals Limited,ALKALI,ALKALI METALS LIMITED,ALKALI METALS LIMITED
WTER,Alkaline Water Company Inc,WTER,ALKALINE WATER CO INC/THE,ALKALINE WATER CO INC/THE
ALKM,Alkame Holdings Inc,ALKM,ALKAME HOLDINGS INC,ALKAME HOLDINGS INC
ALKEM,Alkem Laboratories Limited,ALKEM,ALKEM LABORATORIES LTD,ALKEM LABORATORIES LTD
ALKS,Alkermes Plc,ALKS,ALKERMES PLC,ALKERMES PLC
ALKYLAMINE,Alkyl Amines Chemicals Limited,ALKYLAMIN,ALKYL AMINES CHEMICALS LTD,ALKYL AMINES CHEMICALS LTD
AFSE,ALL ENERGY CORP,AFSE,ALL ENERGY CORP,ALL ENERGY CORP
ALBK,ALLAHABAD BANK,ALBK,ALLAHABAD BANK,ALLAHABAD BANK
ALLK,Allakos Inc,ALLK,ALLAKOS INC,ALLAKOS INC
ALLCARGO,Allcargo Logistics Limited,ALLCARGO,ALLCARGO LOGISTICS LTD,ALLCARGO LOGISTICS LTD
ADGL,ALLDIGITAL HOLDINGS INC,ADGL,ALLDIGITAL HOLDINGS INC,ALLDIGITAL HOLDINGS INC
Y,Alleghany Corporation,Y,ALLEGHANY CORP,ALLEGHANY CORP
ABTX,Allegiance Bancshares Inc,ABTX,ALLEGIANCE BANCSHARES INC,ALLEGIANCE BANCSHARES INC
ABPA,ALLEGIANCE BANK OF NORTH AME,ABPA,ALLEGIANCE BANK OF NORTH AME,ALLEGIANCE BANK OF NORTH AME
AHQ,Allegiance Coal Ltd,AHQ,ALLEGIANCE COAL LTD,ALLEGIANCE COAL LTD
AUAU,Allegiant Gold Ltd,AUXXF,ALLEGIANT GOLD LTD,ALLEGIANT GOLD LTD
ALGT,Allegiant Travel Company,ALGT,ALLEGIANT TRAVEL CO,ALLEGIANT TRAVEL CO
ALLE,Allegion PLC,ALLE,ALLEGION PLC,ALLEGION PLC
ALGRU,ALLEGRO MERGER CORP,ALGRU,ALLEGRO MERGER CORP,ALLEGRO MERGER CORP
ALGRU,ALLEGRO MERGER CORP,ALGRU,ALLEGRO MERGER CORP,ALLEGRO MERGER CORP
ALNA,Allena Pharmaceuticals Inc,ALNA,ALLENA PHARMACEUTICALS INC,ALLENA PHARMACEUTICALS INC
ALRY,ALLENERGY INC,ALRY,ALLENERGY INC,ALLENERGY INC
AGN,ALLERGAN PLC,AGN,ALLERGAN PLC,ALLERGAN PLC
AGY,Allergy Therapeutics,AGY,ALLERGY THERAPEUTICS PLC,ALLERGY THERAPEUTICS PLC
ALE,Allete Inc,ALE,ALLETE INC,ALLETE INC
AQZ,Alliance Aviation Services Ltd,AQZ,ALLIANCE AVIATION SERVICES L,ALLIANCE AVIATION SERVICES L
ALAA,ALLIANCE FIBER OPTIC PRODUCT,ALAA,ALLIANCE FIBER OPTIC PRODUCT,ALLIANCE FIBER OPTIC PRODUCT
ALAA,ALLIANCE FIBER OPTIC PRODUCT,ALAA,ALLIANCE FIBER OPTIC PRODUCT,ALLIANCE FIBER OPTIC PRODUCT
ALGGY,Alliance Global Group Inc,ALGGY,ALLIANCE GLOBAL GRO-UNSP ADR,ALLIANCE GLOBAL GRO-UNSP ADR
ACG,ALLIANCE GROWERS CORP,ACG,ALLIANCE GROWERS CORP,ALLIANCE GROWERS CORP
