country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,ISIN,Name_197,fuzz_socre1,fuzz_socre2
united states,Martin Midstream,Martin Midstream Partners LP,USD,MMLP,equity,US5733311055,MARTIN MIDSTREAM PARTNERS LP,100,73
canada,Martinrea,Martinrea International Inc.,CAD,MRE,equity,CA5734591046,MARTINREA INTERNATIONAL INC,100,50
japan,Marubeni Corp.,Marubeni Corp.,JPY,8002,equity,JP3877600001,MARUBENI CORP,100,100
japan,Marubun Corp,Marubun Corp,JPY,7537,equity,JP3877500003,MARUBUN CORP,100,100
japan,Maruha Nichiro Corp,Maruha Nichiro Corp,JPY,1333,equity,JP3876600002,MARUHA NICHIRO CORP,100,100
japan,Marui Group,"Marui Group Co., Ltd.",JPY,8252,equity,JP3870400003,MARUI GROUP CO LTD,100,76
japan,Maruichi Steel Tube Ltd,Maruichi Steel Tube Ltd,JPY,5463,equity,JP3871200006,MARUICHI STEEL TUBE LTD,100,100
japan,Maruo Calcium,Maruo Calcium Co Ltd,JPY,4102,equity,JP3872800002,MARUO CALCIUM CO LTD,100,79
japan,Marusan Securities,Marusan Securities Co Ltd,JPY,8613,equity,JP3874800000,MARUSAN SECURITIES CO LTD,100,84
japan,Maruwa Co Ltd,Maruwa Co Ltd,JPY,5344,equity,JP3879250003,MARUWA CO LTD,100,100
japan,Maruzen CHI Holdings,Maruzen CHI Holdings Co Ltd,JPY,3159,equity,JP3346330008,MARUZEN CHI HOLDINGS CO LTD,100,85
united states,Marvell,Marvell Technology Group Ltd,USD,MRVL,equity,BMG5876H1051,MARVELL TECHNOLOGY GROUP LTD,100,40
,Marvell Technology Group Ltd,,,MRVL,,US5738741041,MARVELL TECHNOLOGY GROUP LTD,13,100
japan,Marvelous Inc,Marvelous Inc,JPY,7844,equity,JP3860230006,MARVELOUS INC,100,100
mexico,Masco,Masco Corp,MXN,MAS,equity,US5745991068,MASCO CORP,100,67
united states,Masimo,Masimo Corporation,USD,MASI,equity,US5747951003,MASIMO CORPORATION,100,50
mexico,Mastercard,Mastercard Inc,MXN,MA,equity,US57636Q1040,MASTERCARD INC,100,83
united states,Mastercraft Boat,Mastercraft Boat Holdings Inc,USD,MCFT,equity,US57637H1032,MASTERCRAFT BOAT HOLDINGS IN,98,73
mexico,Materials Select Sector SPDR,SPDR Materials Select Sector,MXN,XLB,equity,US81369Y1001,MATERIALS SELECT SECTOR SPDR,100,100
israel,Matomy Media,Matomy Media Group Ltd,ILS,MTMY,equity,IL0011316978,MATOMY MEDIA GROUP LTD,100,71
sweden,Matra Petroleum,Matra Petroleum AB,SEK,MATRA,equity,SE0009696040,MATRA PETROLEUM AB,100,91
united states,Matrix,Matrix Service Co,USD,MTRX,equity,US5768531056,MATRIX SERVICE CO,100,52
united states,Matson,Matson Inc,USD,MATX,equity,US57686G1058,MATSON INC,100,75
japan,Matsui Securities,"Matsui Securities Co., Ltd.",JPY,8628,equity,JP3863800003,MATSUI SECURITIES CO LTD,100,83
japan,Matsumoto Yushi Seiyaku,Matsumoto Yushi Seiyaku Co Ltd,JPY,4365,equity,JP3869100002,MATSUMOTO YUSHI-SEIYAKU CO,93,94
japan,MatsumotoKiyoshi Holdings Co,MatsumotoKiyoshi Holdings Co,JPY,3088,equity,JP3869010003,MATSUMOTOKIYOSHI HOLDINGS CO,100,100
japan,Matsuo Electric,Matsuo Electric Co Ltd,JPY,6969,equity,JP3864400001,MATSUO ELECTRIC CO LTD,100,81
japan,Matsuoka,Matsuoka Corp,JPY,3611,equity,JP3863900001,MATSUOKA CORP,100,76
japan,Matsuya Co Ltd,Matsuya Co Ltd,JPY,8237,equity,JP3869200000,MATSUYA CO LTD,100,100
united states,Mattel,Mattel Inc,USD,MAT,equity,US5770811025,MATTEL INC,100,75
united states,Maui Land&Pineapple,Maui Land & Pineapple Company Inc,USD,MLP,equity,US5773451019,MAUI LAND & PINEAPPLE CO,83,93
france,Mauna Kea Tech,Mauna Kea Technologies SAS,EUR,MKEA,equity,FR0010609263,MAUNA KEA TECHNOLOGIES,92,78
singapore,Moneymax Financial Services Ltd,Moneymax Financial Services Ltd,SGD,MFSL,equity,SG2G06995143,MAX FINANCIAL SERVICES LTD,91,91
canada,Maxar Tech,Maxar Technologies Inc,CAD,MAXR,equity,US57778K1051,MAXAR TECHNOLOGIES INC,100,62
united states,Maxim,Maxim Integrated Products Inc,USD,MXIM,equity,US57772K1016,MAXIM INTEGRATED PRODUCTS,93,33
united states,Maximus,Maximus Inc,USD,MMS,equity,US5779331041,MAXIMUS INC.,100,78
australia,MaxiTRANS,MaxiTRANS Industries Ltd,AUD,MXI,equity,AU000000MXI3,MAXITRANS INDUSTRIES LIMITED,92,49
united states,MaxLinear,MaxLinear Inc,USD,MXL,equity,US57776J1007,MAXLINEAR INC,100,82
australia,Mayne Pharma,Mayne Pharma Group Ltd,AUD,MYX,equity,AU000000MYX0,MAYNE PHARMA GROUP LTD,100,71
japan,Mazda Motor,Mazda Motor Corp,JPY,7261,equity,JP3868400007,MAZDA MOTOR CORP,100,81
poland,mBank,mBank SA,PLN,MBK,equity,PLBRE0000012,MBANK SA,100,77
united states,MBIA,MBIA Inc,USD,MBI,equity,US55262C1009,MBIA INC,100,67
japan,Mbs,Mbs Inc,JPY,1401,equity,JP3167660004,MBS INC,100,60
united kingdom,McBride,McBride plc,GBP,MCB,equity,GB0005746358,MCBRIDE PLC,100,78
united kingdom,McCarthy & Stone PLC,McCarthy & Stone PLC,GBP,MCS,equity,GB00BYNVD082,MCCARTHY & STONE PLC,100,100
united states,McGrath,McGrath RentCorp,USD,MGRC,equity,US5805891091,MCGRATH RENTCORP,100,61
switzerland,MCH Group AG,MCH Group AG,CHF,MCHN,equity,CH0039542854,MCH GROUP AG,100,100
mexico,McKesson,McKesson Corp,MXN,MCK,equity,US58155Q1031,MCKESSON CORP,100,76
australia,Mcmillan Shakespeare,Mcmillan Shakespeare Ltd,AUD,MMS,equity,AU000000MMS5,MCMILLAN SHAKESPEARE LTD,100,91
united states,MDC,MDC Holdings Inc,USD,MDC,equity,US5526761086,MDC HOLDINGS INC,100,32
united states,MDC,MDC Partners Inc,USD,MDCA,equity,CA5526971042,MDC PARTNERS INC-A,94,29
united states,MDJM,MDJM Ltd,USD,MDJH,equity,KYG592901097,MDJM LTD,100,67
united states,MDU Resources,MDU Resources Group Inc,USD,MDU,equity,US5526901096,MDU RESOURCES GROUP INC,100,72
belgium,Mdxhealth,Mdxhealth,EUR,MDXH,equity,BE0003844611,MDXHEALTH,100,100
australia,Medadvisor,Medadvisor Ltd,AUD,MDR,equity,AU000000MDR6,MEDADVISOR LTD,100,83
united states,Medalist Diversified,Medalist Diversified Reit Inc,USD,MDRR,equity,US58403P1057,MEDALIST DIVERSIFIED REIT IN,98,83
hong kong,Media Asia,Media Asia Group Holdings Ltd,HKD,8075,equity,BMG5960C1111,MEDIA ASIA GROUP HOLDINGS LT,98,53
japan,Media Do,Media Do Co Ltd,JPY,3678,equity,JP3921230003,MEDIA DO CO LTD,100,70
australia,Medibank Private Ltd,Medibank Private Ltd,AUD,MPL,equity,AU000000MPL3,MEDIBANK PRIVATE LTD,100,100
united states,MediciNova,MediciNova Inc,USD,MNOV,equity,US58468P2065,MEDICINOVA INC,100,83
canada,Medicure,Medicure Inc,CAD,MPH,equity,CA58469E4085,MEDICURE INC,100,80
united states,Medidata,Medidata Solutions Inc,USD,MDSO,equity,US58471A1051,MEDIDATA SOLUTIONS INC,100,53
united states,MEDIFAST,MEDIFAST INC,USD,MED,equity,US58470H1014,MEDIFAST INC,100,80
japan,Medikit,Medikit Co Ltd,JPY,7749,equity,JP3921060004,MEDIKIT CO LTD,100,67
japan,Medinet,Medinet Co Ltd,JPY,2370,equity,JP3920990003,MEDINET CO LTD,100,67
japan,Medipal Holdings Corp,Medipal Holdings Corp,JPY,7459,equity,JP3268950007,MEDIPAL HOLDINGS CORP,100,100
israel,Mediterranean Towers,Mediterranean Towers Ltd,ILS,MDTR,equity,IL0011315236,MEDITERRANEAN TOWERS LTD,100,91
japan,Medius,Medius Holdings Co Ltd,JPY,3154,equity,JP3254190006,MEDIUS HOLDINGS CO LTD,100,43
israel,Medley Capital,Medley Capital Corp,ILS,MCC,equity,US58503F1066,MEDLEY CAPITAL CORP,100,85
israel,Medley Capital,Medley Capital Corp,ILS,MCC,equity,US58503F1066,MEDLEY CAPITAL CORP,100,85
israel,Medley Capital,Medley Capital Corp,ILS,MCC,equity,US58503F1066,MEDLEY CAPITAL CORP,100,85
mexico,Mednax,Mednax Inc,MXN,MD,equity,US58502B1061,MEDNAX INC,100,75
united states,Medpace Holdings,Medpace Holdings Inc,USD,MEDP,equity,US58506Q1094,MEDPACE HOLDINGS INC,100,89
japan,Medrx,Medrx Co Ltd,JPY,4586,equity,JP3921220004,MEDRX CO LTD,100,59
canada,MedX Health Corp,MedX Health Corp,CAD,MDX,equity,CA5850901037,MEDX HEALTH CORP,100,100
japan,MegaChips Corp,MegaChips Corp,JPY,6875,equity,JP3920860008,MEGACHIPS CORP,100,100
australia,Megaport Ltd,Megaport Ltd,AUD,MP1,equity,AU000000MP15,MEGAPORT LTD,100,100
japan,Megmilk Snow Brand,Megmilk Snow Brand Co Ltd,JPY,2270,equity,JP3947800003,MEGMILK SNOW BRAND CO LTD,100,84
japan,Meidensha Corp.,Meidensha Corp.,JPY,6508,equity,JP3919800007,MEIDENSHA CORP,100,100
china,MeiDu Energy,MeiDu Energy Corp,CNY,600175,equity,CNE000000YT6,MEIDU ENERGY CORP-A,94,77
japan,Meiji Holdings,"Meiji Holdings Co., Ltd.",JPY,2269,equity,JP3918000005,MEIJI HOLDINGS CO. LTD.,100,80
japan,Meiko Electronics,Meiko Electronics Co Ltd,JPY,6787,equity,JP3915350007,MEIKO ELECTRONICS CO LTD,100,83
japan,Meiko Network Japan,Meiko Network Japan Co Ltd,JPY,4668,equity,JP3916100005,MEIKO NETWORK JAPAN CO LTD,100,84
israel,Meitav DS,Meitav Dash Investments Ltd,ILS,MTDS,equity,IL0010818438,MEITAV DASH INVESTMENTS LTD,100,50
japan,Meitec Corp,Meitec Corp,JPY,9744,equity,JP3919200000,MEITEC CORP,100,100
hong kong,Meitu,Meitu Inc,HKD,1357,equity,KYG5966D1051,MEITU INC,100,71
japan,Meiwa Industry,Meiwa Industry Co Ltd,JPY,7284,equity,JP3920800004,MEIWA INDUSTRY CO LTD,100,80
sweden,Mekonomen,Mekonomen AB,SEK,MEKO,equity,SE0002110064,MEKONOMEN AB,100,86
australia,Melbana Energy,Melbana Energy Ltd,AUD,MAY,equity,AU000000MAY8,MELBANA ENERGY LTD,100,88
hong kong,Melbourne Enterprises,Melbourne Enterprises Ltd,HKD,0158,equity,HK0158000825,MELBOURNE ENTERPRISES,91,100
canada,Melcor Developments,Melcor Developments Ltd.,CAD,MRD,equity,CA5854671032,MELCOR DEVELOPMENTS LTD,100,90
israel,Melisron,Melisron,ILS,MLSR,equity,IL0003230146,MELISRON,100,100
united states,Mellanox,Mellanox Technologies Ltd,USD,MLNX,equity,IL0011017329,MELLANOX TECHNOLOGIES LTD,100,48
japan,Members Co,Members Co Ltd,JPY,2130,equity,JP3921700005,MEMBERS CO LTD,100,83
japan,Menicon Co,Menicon Co Ltd,JPY,7780,equity,JP3921270009,MENICON CO LTD,100,83
united states,MER,MER Telemanagement Solutions Ltd,USD,MTSL,equity,IL0010826191,MER TELEMANAGEMENT SOLUTIONS,93,19
japan,Mercari,Mercari Inc,JPY,4385,equity,JP3921290007,MERCARI INC,100,78
united states,Mercer Int,Mercer International Inc,USD,MERC,equity,US5880561015,MERCER INTERNATIONAL INC,100,59
united states,Merchants Bancorp,Merchants Bancorp,USD,MBIN,equity,US58844R1086,MERCHANTS BANCORP/IN,92,92
united kingdom,Merchants,Merchants Trust PLC,GBP,MRCH,equity,GB0005800072,MERCHANTS TRUST PLC,100,64
mexico,Merck&Co,Merck & Company Inc,MXN,MRK,equity,US58933Y1055,MERCK & CO,64,100
japan,Mercuria Invest,Mercuria Investment Co Ltd,JPY,7190,equity,JP3860150006,MERCURIA INVESTMENT CO LTD,100,73
australia,Mercury NZ,Mercury NZ Ltd,AUD,MCY,equity,NZMRPE0001S2,MERCURY NZ LTD,100,83
united states,Mercury,Mercury Systems Inc,USD,MRCY,equity,US5893781089,MERCURY SYSTEMS INC,100,54
united states,Meridian,Meridian Bioscience Inc,USD,VIVO,equity,US5895841014,MERIDIAN BIOSCIENCE INC,100,52
australia,Meridian Energy Ltd,Meridian Energy Ltd,AUD,MEZ,equity,NZMELE0002S7,MERIDIAN ENERGY LTD,100,100
united states,Meritor,Meritor Inc,USD,MTOR,equity,US59001K1007,MERITOR INC,100,78
australia,Merlin Diamonds,Merlin Diamonds Ltd,AUD,MED,equity,AU000000MED4,MERLIN DIAMONDS LTD,100,88
united states,Merriman,Merriman Holdings Inc,USD,MERR,equity,US5904192060,MERRIMAN HOLDINGS INC,100,55
united states,Mesa Air,Mesa Air Group Inc,USD,MESA,equity,US5904791358,MESA AIR GROUP INC,100,62
united states,Mesa Labs,Mesa Laboratories Inc,USD,MLAB,equity,US59064R1095,MESA LABORATORIES INC,100,60
japan,MESCO,MESCO Inc,JPY,1737,equity,JP3888350000,MESCO INC,100,71
australia,Mesoblast,Mesoblast Ltd,AUD,MSB,equity,AU000000MSB8,MESOBLAST LTD,100,82
united states,Meta Financial,Meta Financial Group Inc,USD,CASH,equity,US59100U1088,META FINANCIAL GROUP INC,100,74
canada,Metalex Ventures,Metalex Ventures Ltd.,CAD,MTX,equity,CA5909152038,METALEX VENTURES LTD.,100,89
canada,Metallic Minerals,Metallic Minerals Corp,CAD,MMG,equity,CA59126M1068,METALLIC MINERALS CORP,100,87
australia,Metals Australia,Metals Australia Ltd,AUD,MLS,equity,AU000000MLS7,METALS AUSTRALIA LTD,100,89
australia,Metals X,Metals X Ltd,AUD,MLX,equity,AU000000MLX7,METALS X LTD,100,80
japan,Metaps,Metaps Inc,JPY,6172,equity,JP3921280008,METAPS INC,100,75
united states,Methode Electronics,Methode Electronics Inc,USD,MEI,equity,US5915202007,METHODE ELECTRONICS INC,100,90
mexico,MetLife,Metlife Inc,MXN,MET,equity,US59156R1086,METLIFE INC,100,78
united kingdom,Metro Bank,Metro Bank PLC,GBP,MTRO,equity,GB00BZ6STL67,METRO BANK PLC,100,83
united states,MetroCity,MetroCity Bankshares,USD,MCBS,equity,US59165J1051,METROCITY BANKSHARES INC,91,55
hong kong,Mexan,Mexan Ltd,HKD,0022,equity,BMG6051D1175,MEXAN LTD,100,71
united states,Mexco Energy,Mexco Energy Corp,USD,MXC,equity,US5927701012,MEXCO ENERGY CORP,100,83
united states,MFA Financial,MFA Financial Inc,USD,MFA,equity,US55272X1028,MFA FINANCIAL INC,100,87
united states,MFA Financial,MFA Financial Inc,USD,MFA,equity,US55272X1028,MFA FINANCIAL INC,100,87
france,Mg Internation,Mg Internation,EUR,ALMGI,equity,FR0010204453,MG INTERNATIONAL,93,93
united states,MGE Energy,MGE Energy Inc,USD,MGEE,equity,US55277P1049,MGE ENERGY INC,100,83
mexico,MGIC Investment,MGIC Investment Corp,MXN,MTG,equity,US5528481030,MGIC INVESTMENT CORP,100,86
hong kong,MGM China Holdings,MGM China Holdings Ltd,HKD,2282,equity,KYG607441022,MGM CHINA HOLDINGS LTD,100,90
mexico,MGM,MGM Resorts International,MXN,MGM,equity,US5529531015,MGM RESORTS INTERNATIONAL,100,21
united states,MGP Ingredients,MGP Ingredients Inc,USD,MGPI,equity,US55303J1060,MGP INGREDIENTS INC,100,88
australia,Michael Hill,Michael Hill International Ltd,AUD,MHJ,equity,AU000000MHJ4,MICHAEL HILL INTERNATIONAL L,97,60
united kingdom,Michelmersh Brick,Michelmersh Brick Holdings Plc,GBP,MBH,equity,GB00B013H060,MICHELMERSH BRICK HOLDINGS P,97,76
canada,Microbix Biosystems Inc.,Microbix Biosystems Inc.,CAD,MBX,equity,CA59501P1045,MICROBIX BIOSYSTEMS INC,100,100
united states,Microchip,Microchip Technology Inc,USD,MCHP,equity,US5950171042,MICROCHIP TECHNOLOGY INC,100,55
japan,Micron Machinery,Micron Machinery Co Ltd,JPY,6159,equity,JP3883700001,MICRON MACHINERY CO LTD,100,82
united states,Micron Solutions,Micron Solutions Inc,USD,MICR,equity,US59511X1054,MICRON SOLUTIONS INC,100,89
mexico,Micron,Micron Technology Inc,MXN,MU,equity,US5951121038,MICRON TECHNOLOGY INC,100,44
japan,Micronics Japan,Micronics Japan Co Ltd,JPY,6871,equity,JP3750400008,MICRONICS JAPAN CO LTD,100,81
hong kong,MicroPort Scientific,MicroPort Scientific Corp,HKD,0853,equity,KYG608371046,MICROPORT SCIENTIFIC CORP,100,89
united kingdom,Microsaic,Microsaic Systems Plc,GBP,MSYS,equity,GB00B547ZY09,MICROSAIC SYSTEMS PLC,100,60
chile,Microsoft,Microsoft Corp,USD,MSFT,equity,US5949181045,MICROSOFT CORP,100,78
united states,Microvision,Microvision Inc,USD,MVIS,equity,US5949603048,MICROVISION INC,100,85
france,Microwave Visi,Microwave Visi,EUR,ALMIC,equity,FR0004058949,MICROWAVE VISION,93,93
united states,Middleby Corp,Middleby Corp,USD,MIDD,equity,US5962781010,MIDDLEBY CORP,100,100
united states,Middlesex Water,Middlesex Water Company,USD,MSEX,equity,US5966801087,MIDDLESEX WATER CO,88,91
china,Midea Group A,Midea Group Co Ltd,CNY,000333,equity,CNE100001QQ5,MIDEA GROUP CO LTD-A,95,79
hong kong,Midea Real Estate,Midea Real Estate Holding Ltd,HKD,3990,equity,KYG609201085,MIDEA REAL ESTATE HOLDING LT,98,76
canada,Midland Exploration,Midland Exploration Inc,CAD,MD,equity,CA59751U1003,MIDLAND EXPLORATION INC.,100,90
hong kong,Midland Holdings,Midland Holdings Ltd,HKD,1200,equity,BMG4491W1001,MIDLAND HOLDINGS LTD,100,89
united states,Midland States Banc,Midland States Bancorp Inc,USD,MSBI,equity,US5977421057,MIDLAND STATES BANCORP INC,100,84
australia,Midway,Midway Ltd,EUR,MWY,equity,AU000000MWY2,MIDWAY LTD,100,75
united states,MidWestOne,MidWestOne Financial Group Inc,USD,MOFG,equity,US5985111039,MIDWESTONE FINANCIAL GROUP I,97,53
japan,Mie Kotsu Group,Mie Kotsu Group Holdings Inc,JPY,3232,equity,JP3332510001,MIE KOTSU GROUP HOLDINGS INC,100,70
japan,Mikuni Corp,Mikuni Corp,JPY,7247,equity,JP3882800000,MIKUNI CORP,100,100
france,Miliboo SA,Miliboo SA,EUR,ALMLB,equity,FR0013053535,MILIBOO SA,100,100
japan,Mimaki Engineering,Mimaki Engineering Co Ltd,JPY,6638,equity,JP3907150001,MIMAKI ENGINEERING CO LTD,100,84
united states,Mimecast Ltd,Mimecast Ltd,USD,MIME,equity,GB00BYT5JK65,MIMECAST LTD,100,100
united states,MiMedx,MiMedx Group Inc,USD,MDXG,equity,US6024961012,MIMEDX GROUP INC,100,55
hong kong,Min Xin Holdings,Min Xin Holdings Ltd,HKD,0222,equity,HK0222001130,MIN XIN HOLDINGS LTD,100,89
japan,Minato,Minato Holdings Inc,JPY,6862,equity,JP3905800003,MINATO HOLDINGS INC,100,48
canada,Minaurum Gold Inc,Minaurum Gold Inc,CAD,MGG,equity,CA60252Q1019,MINAURUM GOLD INC,100,100
ireland,Mincon Group P,Mincon Group P,EUR,MCON,equity,IE00BD64C665,MINCON GROUP PLC,93,93
australia,Mincor Resources,Mincor Resources NL,AUD,MCR,equity,AU000000MCR8,MINCOR RESOURCES NL,100,91
japan,Minebea Mitsumi,Minebea Mitsumi Inc,JPY,6479,equity,JP3906000009,MINEBEA MITSUMI INC,100,88
united kingdom,Mineral&Financial Investments,Mineral & Financial Investments Ltd,GBP,MAFL,equity,KYG6181G1055,MINERAL & FINANCIAL INVESTME,88,95
canada,Mineral Mountain Resources,Mineral Mountain Resources Ltd,CAD,MMV,equity,CA6028965086,MINERAL MOUNTAIN RESOURCES L,97,96
australia,Mineral Resources,Mineral Resources Ltd,AUD,MIN,equity,AU000000MIN4,MINERAL RESOURCES LTD,100,89
united states,Minerals Technologies,Minerals Technologies Inc,USD,MTX,equity,US6031581068,MINERALS TECHNOLOGIES INC,100,91
united states,Minerva Neurosciences,Minerva Neurosciences Inc,USD,NERV,equity,US6033801068,MINERVA NEUROSCIENCES INC,100,91
japan,Ministop Co Ltd,Ministop Co Ltd,JPY,9946,equity,JP3905950006,MINISTOP CO LTD,100,100
japan,Minkabu The Infonoid,Minkabu The Infonoid Inc,JPY,4436,equity,JP3911000002,MINKABU THE INFONOID INC,100,91
hong kong,Minmetals Land,Minmetals Land Ltd,HKD,0230,equity,BMG6144P1014,MINMETALS LAND LTD,100,88
japan,Minori Solutions,Minori Solutions Co Ltd,JPY,3822,equity,JP3386290005,MINORI SOLUTIONS CO LTD,100,82
hong kong,Minsheng Education,Minsheng Education Group Co Ltd,HKD,1569,equity,KYG6145R1065,MINSHENG EDUCATION GROUP CO,93,80
australia,Mint Payments,Mint Payments Ltd,AUD,MNW,equity,AU000000MNW5,MINT PAYMENTS LTD,100,87
hong kong,Minth Group Ltd,Minth Group Ltd,HKD,0425,equity,KYG6145U1094,MINTH GROUP LTD,100,100
japan,Miraca Holdings Inc,Miraca Holdings Inc,JPY,4544,equity,JP3822000000,MIRACA HOLDINGS INC,100,100
japan,Mirait Holdings Corp,Mirait Holdings Corp,JPY,1417,equity,JP3910620008,MIRAIT HOLDINGS CORP,100,100
hong kong,Miramar Hotel and Investment,Miramar Hotel and Investment Co Ltd,HKD,0071,equity,HK0071000456,MIRAMAR HOTEL & INVESTMENT,81,92
australia,Mirrabooka Investments,Mirrabooka Investments Ltd,AUD,MIR,equity,AU000000MIR5,MIRRABOOKA INVESTMENTS LIMITED,93,85
australia,Mirvac Group,Mirvac Group,AUD,MGR,equity,AU000000MGR9,MIRVAC GROUP,100,100
japan,Misawa Homes Chugoku,Misawa Homes Chugoku Co Ltd,JPY,1728,equity,JP3884490008,MISAWA HOMES CHUGOKU CO LTD,100,85
sweden,Misen Energy AB,Misen Energy AB,SEK,MISE,equity,SE0001486952,MISEN ENERGY AB,100,100
united states,MISONIX,MISONIX Inc,USD,MSON,equity,US6048711039,MISONIX INC,100,78
canada,Mission Ready,Mission Ready Solutions Inc,CAD,MRS,equity,CA60511F1027,MISSION READY SOLUTIONS INC,100,65
united states,Mistras,Mistras Group Inc,USD,MG,equity,US60649T1079,MISTRAS GROUP INC,100,58
japan,Misumi Group Inc,Misumi Group Inc,JPY,9962,equity,JP3885400006,MISUMI GROUP INC,100,100
japan,Mitachi Co Ltd,Mitachi Co Ltd,JPY,3321,equity,JP3886200009,MITACHI CO LTD,100,100
united states,Mitcham,Mitcham Industries Inc,USD,MIND,equity,US6065011040,MITCHAM INDUSTRIES INC,100,48
united states,Mitcham,Mitcham Industries Inc,USD,MIND,equity,US6065011040,MITCHAM INDUSTRIES INC,100,48
australia,Mitchell Services,Mitchell Services Ltd,AUD,MSV,equity,AU000000MSV6,MITCHELL SERVICES LTD,100,89
germany,Mitchells Butlers,Mitchells & Butlers PLC,GBP,MAB,equity,GB00B1FP6H53,MITCHELLS & BUTLERS PLC,100,89
united states,Mitek,Mitek Systems Inc,USD,MITK,equity,US6067102003,MITEK SYSTEMS INC,100,45
belgium,Mithra Pharmaceuticals Sa,Mithra Pharmaceuticals Sa,EUR,MITRA,equity,BE0974283153,MITHRA PHARMACEUTICALS,94,94
united kingdom,Mitie,Mitie Group PLC,GBP,MTO,equity,GB0004657408,MITIE GROUP PLC,100,50
japan,Mito Securities,Mito Securities Co Ltd,JPY,8622,equity,JP3905400002,MITO SECURITIES CO LTD,100,81
japan,Mitsuba Corp,Mitsuba Corp,JPY,7280,equity,JP3895200008,MITSUBA CORP,100,100
japan,Mitsubishi Chemical Holdings Corp,Mitsubishi Chemical Holdings Corp,JPY,4188,equity,JP3897700005,MITSUBISHI CHEMICAL HOLDINGS,92,92
japan,Mitsubishi Electric,Mitsubishi Electric Corp,JPY,6503,equity,JP3902400005,MITSUBISHI ELECTRIC CORP,100,88
japan,Mitsubishi Estate Logistics,Mitsubishi Estate Logistics REIT Investment Corp,JPY,3481,equity,JP3048480002,MITSUBISHI ESTATE LOGISTICS,72,100
japan,Mitsubishi Gas Chemical Co Inc,Mitsubishi Gas Chemical Co Inc,JPY,4182,equity,JP3896800004,MITSUBISHI GAS CHEMICAL CO,93,93
japan,Mitsubishi Heavy Industries,"Mitsubishi Heavy Industries, Ltd.",JPY,7011,equity,JP3900000005,MITSUBISHI HEAVY INDUSTRIES,93,100
japan,Mitsubishi Kakoki Kaisha,Mitsubishi Kakoki Kaisha Ltd,JPY,6331,equity,JP3896000001,MITSUBISHI KAKOKI KAISHA LTD,100,92
japan,Mitsubishi Logistics Corp.,Mitsubishi Logistics Corp.,JPY,9301,equity,JP3902000003,MITSUBISHI LOGISTICS CORP,100,100
japan,Mitsubishi Materials Corp.,Mitsubishi Materials Corp.,JPY,5711,equity,JP3903000002,MITSUBISHI MATERIALS CORP,100,100
japan,Mitsubishi Motors Corp.,Mitsubishi Motors Corp.,JPY,7211,equity,JP3899800001,MITSUBISHI MOTORS CORP,100,100
japan,Mitsubishi Paper Mills,"Mitsubishi Paper Mills, Ltd.",JPY,3864,equity,JP3901200000,MITSUBISHI PAPER MILLS LTD,100,92
japan,Mitsubishi Pencil,Mitsubishi Pencil Co Ltd,JPY,7976,equity,JP3895600009,MITSUBISHI PENCIL CO LTD,100,83
japan,Mitsubishi Research Inst,Mitsubishi Research Institute Inc,JPY,3636,equity,JP3902200009,MITSUBISHI RESEARCH INSTITUT,92,92
japan,Mitsubishi Shokuhin,Mitsubishi Shokuhin Co Ltd,JPY,7451,equity,JP3976000004,MITSUBISHI SHOKUHIN CO LTD,100,84
