,IB-industry,IB-longName,IB-marketName,IB-ISIN,IB-Symbol
332,Basic Materials,ADVANSIX INC,ASIX,US00773T1016,ASIX
333,Basic Materials,ADVANTAGE LITHIUM CORP,AVLIF,CA00782P1080,AVLIF
334,Energy,ADVANTAGE ENERGY LTD,CURRENT,CA00791P1071,AAVVF
335,"Consumer, Non-cyclical",ADVANTAGE RISK MANAGEMENT CO,8769,JP3122410008,8769
336,Energy,ADVANTAGEWON OIL CORP,AOC,CA00775L2057,AOC
337,Basic Materials,ALUMINUM CORP OF CHINA LTD-H,XETRA,CNE1000001T8,AOC
338,Technology,ADVANTEGO CORP,NOINFO,US00775N1028,ADGO
339,Technology,ADVANTEST CORP,6857,JP3122400009,6857
340,Industrial,ADVANTIS CORP,ADVT,US0076141003,ADVT
341,"Consumer, Non-cyclical",ADVAXIS INC,PRIMQX,US0076244062,ADXS
342,Communications,ADVENTURE INC,6030,JP3122380003,6030
343,Financial,CITIC SECURITIES CO LTD-H,6030,CNE1000016V2,6030
344,Basic Materials,ADVENTUS MINING CORP,ADZN,CA00791E1025,ADZN
345,"Consumer, Non-cyclical",ADVEO GROUP INTERNATIONAL SA,ADV2,ES0182045312,ADV2
346,"Consumer, Non-cyclical",ADVERUM BIOTECHNOLOGIES INC,NMS,US00773U1088,ADVM
347,,ADVISORSHARES DORSEY WRIGHT,NMS,US00768Y2063,AADR
348,Financial,FRITZ NOLS AG,XETRA,DE0005070908,FNG
349,,ADVSRSHRS NEW TECH AND MEDIA,FNG,US00768Y5520,FNG
350,Communications,ADWAYS INC,2489,JP3121970002,2489
351,Energy,ADX ENERGY LTD,XETRA,AU000000ADX9,GHU
352,"Consumer, Non-cyclical",ADYNXX INC,NOINFO,US00784D1037,ADYX
353,Industrial,AECC AERO-ENGINE CONTROL-A,000738,CNE000000RM5,000738
354,Industrial,AECOM,ACM,US00766T1007,ACM
355,Financial,AEDIFICA,XETRA,BE0003851681,AED
356,Energy,AED OIL LTD,AED,AU000000AED9,AED
357,Industrial,AEGION CORP,AEGN,US00770F1049,AEGN
358,"Consumer, Cyclical",AEGIS LOGISTICS LTD,AEGISCHEM,INE208C01025,AEGISCHEM
359,"Consumer, Non-cyclical",AEGLEA BIOTHERAPEUTICS INC,NMS,US00773J1034,AGLE
360,"Consumer, Non-cyclical",AFFINITY ENERGY AND HEALTH L,AEB,AU000000AEB3,AEB
361,"Consumer, Non-cyclical",AVALON HOLDINGS CORP-A,AWX,US05343P1093,AWX
362,Basic Materials,ARCWEST EXPLORATION INC,AWX,CA03969H1055,AWX
363,Industrial,AEM HOLDINGS LTD,AWX,SG1BA1000003,AWX
364,Energy,AEMETIS INC,NMS,US00770K2024,AMTX
365,"Consumer, Non-cyclical",AEOLUS PHARMACEUTICALS INC,NOINFO,US00765G1094,AOLS
366,"Consumer, Cyclical",AEOLUS TYRE CO LTD-A,600469,CNE000001G46,600469
367,Financial,AEON FINANCIAL SERVICE CO LT,8570,JP3131400008,8570
368,Technology,AEON GLOBAL HEALTH CORP,AGHC,US00774U1079,AGHC
369,Financial,AEON MALL CO LTD,8905,JP3131430005,8905
370,Basic Materials,AEON METALS LTD,AML,AU000000AML5,AML
371,"Consumer, Cyclical",ASTON MARTIN LAGONDA GLOBAL,STMM,GB00BN7CG237,AML
372,Basic Materials,AKWAABA MINING LTD,AML,CA01021L1067,AML
373,Basic Materials,ALUMETAL SA,AML,PLALMTL00023,AML
374,"Consumer, Non-cyclical",AEQUUS PHARMACEUTICALS INC,AQSZF,CA0076361033,AQSZF
375,Financial,AERCAP HOLDINGS NV,AER,NL0000687663,AER
376,Technology,AEERIS LTD,AER,AU000000AER9,AER
377,Energy,ALTERNATIVE EARTH RESOURCES,AER,CA02154D2005,AER
378,Financial,HYDROPRESS SE,AER,GB00B42V2T10,AER
379,"Consumer, Non-cyclical",AERIE PHARMACEUTICALS INC,NMS,US00771V1089,AERI
380,,AQUILA EUROPEAN RENEW INC,SET3,GB00BK6RLF66,AERI
381,,ABRDN EQUITY INCOME TRUST PL,SSMM,GB0006039597,AEI
382,Industrial,AERIS ENVIRONMENTAL LTD,AEI,AU000000AEI8,AEI
383,Financial,ALSET EHOME INTERNATIONAL IN,SCM,US02116A1043,AEI
384,Basic Materials,AERIS RESOURCES LTD,AIS,AU000000AIS8,AIS
385,Basic Materials,A.I.S. RESOURCES LTD,AIS,CA0014311058,AIS
386,Communications,AERKOMM INC,PRIMQX,US00774B2088,AKOM
387,"Consumer, Cyclical",AERO PERFORMANCE PRODUCTS,AERP,US00768W1018,AERP
388,Energy,ARC RESOURCES LTD,ARX,CA00208D4084,ARX
389,"Consumer, Non-cyclical",AROA BIOSURGERY LTD,ARX,NZARXE0001S1,ARX
390,Technology,TDMI AG,XETRA,DE0005098008,ARX
391,Technology,AEROFLEX HOLDING CORP,ARX,US0077671065,ARX
392,"Consumer, Cyclical",ARRINERA SA,ARX,PLABNET00019,ARX
393,,AMUNDI FLOATING RATE USD COR,AFLT,LU1681040900,AFLT
394,"Consumer, Cyclical",AEROFLOT PJSC,AFLT,RU0009062285,AFLT
395,"Consumer, Cyclical",AEROFLOT-RUSSIAN-SPN ADR,LIMITED,US69343R3093,AERZY
396,Industrial,AEROJET ROCKETDYNE HOLDINGS,AJRD,US0078001056,AJRD
397,Technology,AEROSPACE COMMUNICATIONS -A,600677,CNE000000BS6,600677
398,"Consumer, Cyclical",AEROSPACE HI-TECH HOLDINGS-A,000901,CNE000000Y86,000901
399,Industrial,AEROSUN CORP-A,600501,CNE000001857,600501
400,Communications,AEROTELESIS INC,AOTL,US0080412044,AOTL
401,Industrial,AEROVIRONMENT INC,NMS,US0080731088,AVAV
402,Utilities,AES CORP,AES,US00130H1059,AES
403,Financial,77 BANK LTD/THE,8341,JP3352000008,8341
404,Industrial,AESO HOLDING LTD,8341,KYG0113B1288,8341
405,"Consumer, Non-cyclical",AETERNA ZENTARIS INC,AEZS,CA0079755017,AEZS
406,Basic Materials,AETHER CATALYST SOLUTIONS IN,ATHR,CA00810C1032,ATHR
407,Energy,AFENTRA PLC,AMSM,GB00B4X3Q493,AET
408,"Consumer, Non-cyclical",AETNA INC,AET,US00817Y1082,AET
409,Energy,HELIOS ENERGY LTD,HE8,AU000000HE80,HE8
410,"Consumer, Non-cyclical",AETNA INC,HE8,US00817Y1082,HE8
411,"Consumer, Non-cyclical",AEVI GENOMIC MEDICINE INC,GNMX,US00835P1057,GNMX
412,Financial,AEVIS VICTORIA SA,AEVS,CH0478634105,AEVS
413,Financial,AF GLOBAL LTD,L38,SG1C01001033,L38
414,Basic Materials,AFARAK GROUP OYJ,SSX4,FI0009800098,AFRK
415,Energy,AFC ENERGY PLC,AMSM,GB00B18S7B29,AFC
416,Financial,ALLIED CAPITAL CORP 6 7.8% NOTES,AFC,US01903Q2075,AFC
417,"Consumer, Non-cyclical",YUUZOO NETWORKS GROUP CORP,AFC,VGG9889R1001,AFC
418,Financial,AKCEPT FINANCE SA,AFC,PLAKCFN00013,AFC
419,Industrial,AFCON HOLDINGS LTD,AFHL,IL0005780130,AFHL
420,Basic Materials,ARCHON MINERALS LTD.,ACS,CA03958A1030,ACS
421,Industrial,ACS ACTIVIDADES CONS Y SERV,ACS,ES0167050915,ACS
422,Basic Materials,ACCENT RESOURCES NL,ACS,AU000000ACS1,ACS
423,Financial,AFFILIATED MANAGERS GROUP,AMG,US0082521081,AMG
424,Industrial,AMG ADVANCED METALLURGICAL,XETRA,NL0000888691,AMG
425,"Consumer, Non-cyclical",AFFINITY BEVERAGE GROUP INC,ABVG,US00831F1012,ABVG
426,Basic Materials,AFFINITY GOLD CORP,NOINFO,US00829M1009,AFYG
427,Basic Materials,AFFINITY METALS CORP,AFF,CA00827Y1060,AFF
428,Technology,AFFINITY NETWORKS INC,AFFN,US00829L1026,AFFN
429,,AUSTRALIAN FOUNDATION INV CO,AFI,AU000000AFI5,AFI
430,Industrial,AFFINOR GROWERS INC,AFI,CA00830Q3061,AFI
431,Financial,AFFIRMATIVE INSURANCE HOLDIN,AFFMQ,US0082721061,AFFMQ
432,,DAIWA ETF JPX 400 DUL INVRS,1466,JP3048020006,1466
433,"Consumer, Cyclical",AFFLUENT PARTNERS HOLDINGS,1466,KYG0130B1014,1466
434,"Consumer, Non-cyclical",AFFYMAX INC,NOINFO,US00826A1097,AFFY
435,Financial,AFI DEVELOPMENT PLC-GDR REGS,AFID,US00106J2006,AFID
436,,AMUNDI S&P GLOBAL LUXURY,AFID,LU1681048713,AFID
437,Financial,AFLAC INC,AFL,US0010551028,AFL
438,"Consumer, Non-cyclical",AF LEGAL GROUP,AFL,AU0000048001,AFL
439,Basic Materials,AFR NUVENTURE RESOURCES INC,AFR,CA00111F1027,AFR
440,Energy,AFREN PLC,AFR,GB00B0672758,AFR
441,Energy,AFRICA ENERGY CORP,CURRENT,CA00830W1059,HPMCF
442,Financial,AMERICAN FINANCIAL GROUP INC/OH,AFGC,US0259328807,AFGC
443,Financial,AFRICA ISRAEL RESIDENCES LTD,AFRE,IL0010979487,AFRE
444,Energy,AFRICA OIL CORP,CURRENT,CA00829Q1019,AOIFF
445,Basic Materials,AFRICAN COPPER CORP,ACCS,US00830V1070,ACCS
446,Basic Materials,TOUBANI RESOURCES INC,CURRENT,CA89157R1047,AGGFF
447,"Consumer, Cyclical",AMERICAN AIRLINES GROUP INC,A1G,US02376R1023,A1G
448,"Consumer, Non-cyclical",AFRICAN GOLD LTD,A1G,AU0000036949,A1G
449,Basic Materials,AFRICAN METALS CORP,AFMCF,CA0082872031,AFMCF
450,Basic Materials,AFRICAN MINERALS LTD,AMLZF,BMG0114P1005,AMLZF
451,Financial,APOLLO COMMERCIAL REAL ESTAT,ARI,US03762U1051,ARI
452,Basic Materials,A.C.N. 004 410 833 LTD,ARI,AU000000ARI0,ARI
453,Basic Materials,AFRICAN RAINBOW MINERALS LTD,ARI,ZAE000054045,ARI
454,"Consumer, Non-cyclical",AGENCJA ROZWOJU INNOWACJI SA,ARI,PLAGRIN00013,ARI
455,Basic Materials,ANEKA TAMBANG TBK-CDI,ATM,AU000000ATM8,ATM
456,Basic Materials,AFRITIN MINING LTD,ASQ1,GG00BD95V148,ATM
457,Basic Materials,ATACAMA PACIFIC GOLD CORP,ATM,CA04650Q1072,ATM
458,Industrial,AFTERMASTER INC,NOINFO,US00831X1028,AFTM
459,Financial,AFTERPAY HOLDINGS LTD,AFY,AU000000AFY2,AFY
460,Industrial,AG GROWTH INTERNATIONAL INC,CURRENT,CA0011811068,AGGZF
461,Financial,AG MORTGAGE INVESTMENT TRUST,MITT,US0012285013,MITT
462,Industrial,AGARWAL INDUSTRIAL CORPORATI,AGARIND,INE204E01012,AGARIND
463,Industrial,AGC INC,5201,JP3112000009,5201
464,Industrial,AGCO CORP,AGCO,US0010841023,AGCO
465,Industrial,AGEAGLE AERIAL SYSTEMS INC,UAVS,US00848K1016,UAVS
466,Communications,AUDIOCODES LTD,XETRA,IL0010829658,AU1
467,Financial,AGENCY GROUP AUSTRALIA LTD,AU1,AU000000AU12,AU1
468,Technology,AGENT INFORMATION SOFTWARE I,CURRENT,US00847D1081,AIFS
469,Communications,AGENT155 MEDIA CORP,AGMC,US00845C1027,AGMC
470,"Consumer, Non-cyclical",AGENUS INC,SCM,US00847G7051,AGEN
471,Basic Materials,ALLIGATOR ENERGY LTD,AGE,AU000000AGE2,AGE
472,"Consumer, Non-cyclical",AGEX THERAPEUTICS INC,AGE,US00848H1086,AGE
473,Basic Materials,ACME GOLD CO LTD,AGE,CA0046741074,AGE
474,Financial,AGF MANAGEMENT LTD-CLASS B,CURRENT,CA0010921058,AGFMF
475,Industrial,AGFA GEVAERT NV-UNSPON ADR,LIMITED,US00846M1099,AFGVY
476,"Consumer, Non-cyclical",AGGREKO PLC,AGK,GB00BK1PTB77,AGK
477,Financial,AGILE GROUP HOLDINGS LTD,3383,KYG011981035,3383
478,"Consumer, Non-cyclical",AGILE THERAPEUTICS INC,SCM,US00847L2097,AGRX
479,Industrial,AGILENT TECHNOLOGIES INC,A,US00846U1016,A
480,Basic Materials,ARMOR MINERALS INC,A,CA04226J1084,A
481,"Consumer, Non-cyclical",AGRONOMIA SPA,A,IT0005012908,A
482,Technology,AGILYSYS INC,NMS,US00847J1051,AGYS
483,"Consumer, Non-cyclical",AGIOS PHARMACEUTICALS INC,NMS,US00847X1046,AGIO
484,"Consumer, Cyclical",AINSWORTH GAME TECHNOLOGY LT,AGI,AU000000AGI3,AGI
485,Basic Materials,ALAMOS GOLD INC-CLASS A,AGI,CA0115321089,AGI
486,Technology,AGIPLAN TECHNOSOFT AG,AGI,DE0005870356,AGI
487,Industrial,AGI GREENPAC LTD,AGI,INE415A01038,AGI
488,Basic Materials,ALEXIUM INTERNATIONAL GROUP,AJX,AU000000AJX6,AJX
489,Financial,GREAT AJAX CORP,AJX,US38983D3008,AJX
490,Communications,AGJUNCTION INC,AJX,CA00847V1085,AJX
491,Utilities,AGL ENERGY LTD,AGL,AU000000AGL7,AGL
492,"Consumer, Cyclical",AUTOGRILL SPA,AGL,IT0001137345,AGL
493,"Consumer, Non-cyclical",AGILON HEALTH INC,AGL,US00857U1079,AGL
494,Basic Materials,AGUILA COPPER CORP,AGL,CA0086331091,AGL
495,Basic Materials,ANGLO AMERICAN PLC,AGL,GB00B1XZS820,AGL
496,"Consumer, Non-cyclical",AGROLIGA GROUP PLC,AGL,CY0101452114,AGL
497,Energy,STATE GAS LTD,GAS,AU000000GAS2,GAS
498,Utilities,AGL RESOURCES INC,GAS,US0012041069,GAS
499,Financial,AGM GROUP HOLDINGS INC,SCM,VGG0132V1058,AGMH
500,Financial,AGNC INVESTMENT CORP,NMS,US00123Q6098,AGNCM
501,Basic Materials,AGNICO EAGLE MINES LTD,AEM,CA0084741085,AEM
502,Financial,AGORA HOLDINGS INC,AGHI,US00848N3035,AGHI
503,"Consumer, Cyclical",AGORA HOSPITALITY GROUP CO L,9704,JP3561200001,9704
504,"Consumer, Cyclical",AGRATIO URBAN DESIGN INC,3467,JP3108170006,3467
505,"Consumer, Non-cyclical",AGRIA CORP - ADR,GRO,US00850H1032,GRO
506,Financial,AGRICULTURAL BANK OF CHINA-H,1288,CNE100000Q43,1288
507,Industrial,AGCO CORP,XETRA,US0010841023,AGJ
508,"Consumer, Non-cyclical",AGRIEURO CORP,EURI,US00853R1086,EURI
509,"Consumer, Non-cyclical",AMN HEALTHCARE SERVICES INC,AMN,US0017441017,AMN
510,Basic Materials,AGRIMIN LTD,AMN,AU000000AMN1,AMN
511,Industrial,DASSAULT AVIATION SA,AMN,FR0014004L86,AMN
512,Basic Materials,ADVANCE ZINCTEK LTD,ANO,AU000000ANO7,ANO
513,Basic Materials,AGRIMINCO CORP,ANO,CA00855X1033,ANO
514,"Consumer, Non-cyclical",ADECOAGRO SA,AGRO,LU0584671464,AGRO
515,"Consumer, Non-cyclical",ROS AGRO PLC- GDR REG S,IOBE,US7496552057,AGRO
516,"Consumer, Non-cyclical",AGRIOS GLOBAL HOLDINGS LTD,AGRO,CA00856K1003,AGRO
517,"Consumer, Non-cyclical",AGRITECH WORLDWIDE INC,FBER,US00856P1093,FBER
518,"Consumer, Non-cyclical",AGRITEK HOLDINGS INC,NOINFO,US00856J2024,AGTK
519,"Consumer, Non-cyclical",AGRITERRA LTD,AMSM,GG00BDG13C09,AGTA
520,Basic Materials,AGRIUM INC,AGU,CA0089161081,AGU
521,"Consumer, Cyclical",AGRO CAPITAL MANAGEMENT CORP,CURRENT,US00856H3057,ACMB
522,Basic Materials,AGRO PHOS INDIA LTD,AGROPHOS,INE740V01019,AGROPHOS
523,"Consumer, Non-cyclical",AGRO TECH FOODS LTD,ATFL,INE209A01019,ATFL
524,Basic Materials,AGRO-KANESHO CO LTD,4955,JP3108200001,4955
525,Basic Materials,AGROFRESH SOLUTIONS INC,NMS,US00856G1094,AGFS
526,Industrial,APTARGROUP INC,XETRA,US0383361039,AGT
527,,AVI GLOBAL TRUST PLC,STMM,GB00BLH3CY60,AGT
528,"Consumer, Non-cyclical",AGT FOOD & INGREDIENTS INC,AGT,CA0012641001,AGT
529,,ISHARES ARGENTINA,AGT,US46435G2764,AGT
530,"Consumer, Non-cyclical",AGROTON PUBLIC LTD,AGT,CY0101062111,AGT
531,"Consumer, Non-cyclical",YAOKO CO LTD,8279,JP3930200005,8279
532,"Consumer, Cyclical",AGTECH HOLDINGS LTD,8279,BMG0135Z1032,8279
533,Basic Materials,AGUIA RESOURCES LTD,AGRL,AU000000AGR4,AGRL
534,Energy,HESS CORP,XETRA,US42809H1077,AHC
535,"Consumer, Non-cyclical",AUSTCO HEALTHCARE LTD,AHC,AU0000120818,AHC
536,"Consumer, Non-cyclical",APOLLO HEALTHCARE CORP,AHC,CA0376311084,AHC
537,Financial,ASPEN INSURANCE HOLDINGS LTD,AHL,BMG053841059,AHL
538,Industrial,AHIMSA INDUSTRIES LTD,AHIMSA,INE136T01014,AHIMSA
539,Industrial,AHRESTY CORP,5852,JP3100600000,5852
540,"Consumer, Cyclical",AI HOLDINGS CORP,3076,JP3105090009,3076
541,,FUBON ICE FACTSET TW CS ETF,3076,HK0000817103,3076
542,,AI POWERED EQUITY ETF,AIEQ,US26924G8134,AIEQ
543,Industrial,AIA ENGINEERING LTD,AIAENG,INE212H01026,AIAENG
544,Financial,AIA GROUP LTD,1299,HK0000069689,1299
545,,AURORA GLOBAL INCOME TRUST,AIB,AU000000AIB4,AIB
546,Diversified,AIB ACQUISITION CORP-A,NMS,KYG0R45S1096,AIB
547,Basic Materials,AICHI STEEL CORP,5482,JP3103600007,5482
548,Industrial,AIDA ENGINEERING LTD,6118,JP3102400003,6118
549,"Consumer, Non-cyclical",AUSTAR LIFESCIENCES LTD,6118,KYG0632L1023,6118
550,Financial,AIFUL CORP,8515,JP3105040004,8515
551,"Consumer, Cyclical",AIGAN CO LTD,9854,JP3101000002,9854
552,"Consumer, Non-cyclical",AILERON THERAPEUTICS INC,SCM,US00887A1051,ALRN
553,"Consumer, Non-cyclical",AIMMUNE THERAPEUTICS INC,AIMT,US00900T1079,AIMT
554,"Consumer, Non-cyclical",AIN HOLDINGS INC,9627,JP3105250009,9627
555,Technology,AINO HEALTH AB,AINO,SE0009242555,AINO
556,Communications,AIPHONE CO LTD,6718,JP3105050003,6718
557,"Consumer, Cyclical",AIR BERLIN PLC,XETRA,GB00B128C026,AB1
558,Technology,ANIMOCA BRANDS CORPORATION LTD,AB1,AU000000AB15,AB1
559,"Consumer, Cyclical",ACCOR SA,XETRA,FR0000120404,AC
560,"Consumer, Cyclical",AIR CANADA,AC,CA0089118776,AC
561,Financial,ASSOCIATED CAPITAL GROUP - A,AC,US0455281065,AC
562,"Consumer, Non-cyclical",ARCA CONTINENTAL SAB DE CV,AC,MX01AC100006,AC
563,"Consumer, Cyclical",AIR CHINA LTD-SPONSORED-ADR,CURRENT,US00910M1009,AIRYY
564,"Consumer, Cyclical",AIR FRANCE-KLM,XETRA,FR0000031122,AF
565,Financial,ASTORIA FINANCIAL CORP,AF,US0462651045,AF
566,Basic Materials,AIR PRODUCTS & CHEMICALS INC,APD,US0091581068,APD
567,Financial,APN PROPERTY GROUP LTD,APD,AU000000APD5,APD
568,Technology,AIRAN LTD,AIRAN,INE645W01026,AIRAN
569,"Consumer, Non-cyclical",AIRBORNE SECURITY & PROTECTI,NOINFO,US00927Q1022,ABPR
570,Communications,AIRBORNE WIRELESS NETWORK,NOINFO,US00928L3006,ABWN
571,Industrial,AIRBOSS OF AMERICA CORP,BOS,CA00927V2003,BOS
572,Financial,BANK OCHRONY SRODOWISKA SA,BOS,PLBOS0000019,BOS
573,Industrial,AAR CORP,AIR,US0003611052,AIR
574,Basic Materials,CLEAN AIR METALS INC,AIR,CA18452Y1007,AIR
575,Industrial,AIRBUS SE,XETRA,NL0000235190,AIR
576,Industrial,AIROBOT TECHNOLOGIES AS,AIR,EE3100092792,AIR
577,Financial,AIRCASTLE LTD,AYR,BMG0129K1045,AYR
578,Communications,AIRGAIN INC,SCM,US00938A1043,AIRG
579,,ARGO INVESTMENTS LIMITED,ARG,AU000000ARG4,ARG
580,Basic Materials,AMERIGO RESOURCES LTD,ARG,CA03074G1090,ARG
581,Energy,ARGOS RESOURCES LTD-DI,ASQ1,FK0114538241,ARG
582,Basic Materials,AIRGAS INC,ARG,US0093631028,ARG
583,Financial,ARGAN,XETRA,FR0010481960,ARG
584,Technology,ART GAMES STUDIO SA,ARG,PLARTGS00019,ARG
585,Communications,AIRIQ INC,IQ,CA0091204036,IQ
586,Communications,IQIYI INC-ADR,NMS,US46267X1081,IQ
587,Communications,AIRNET TECHNOLOGY INC-ADR,SCM,US00941Q1040,ANTE
588,,ANTEA-R,ANTE,DE000ANTE1A3,ANTE
589,Industrial,AIROPACK TECHNOLOGY GROUP AG,CSSA,CH0242606942,CSSA
590,Financial,AIRPORT CITY LTD,ARPT,IL0010958358,ARPT
591,Financial,AIRPORT FACILITIES CO LTD,8864,JP3266050008,8864
592,Industrial,AIRPORTS OF THAILAND PCL-ADR,LIMITED,US00950R1005,AIPUY
593,Communications,AIRSPAN NETWORKS INC,AIRO,US00950H3003,AIRO
594,Industrial,AIROBOTICS LTD,AIRO,IL0011793739,AIRO
595,Industrial,AIRTECH JAPAN LTD,6291,JP3688100001,6291
596,Communications,AIRTEL AFRICA PLC,SET1,GB00BKDRYJ47,AAF
597,Communications,AIRTOUCH COMMUNICATIONS INC,ATCH,US00951E1082,ATCH
598,Communications,AIRTRIP CORP,6191,JP3167240005,6191
599,"Consumer, Cyclical",AISAN INDUSTRY CO LTD,7283,JP3101600009,7283
600,Technology,AISAN TECHNOLOGY CO LTD,4667,JP3101800005,4667
601,"Consumer, Cyclical",AISIN CORP,7259,JP3102000001,7259
602,Technology,AISINO CORP-A,600271,CNE000001FB1,600271
603,Technology,AISYSTEMS INC,ASYI,US0014361044,ASYI
604,Industrial,AIT CORP,9381,JP3160050005,9381
605,Technology,AIXTRON SE,XETRA,DE000A0WMPJ6,AIXA
606,Financial,AIZAWA SECURITIES GROUP CO L,8708,JP3101850000,8708
607,Financial,AJ BELL PLC,STMM,GB00BFZNLB60,AJB
608,Industrial,AJ LUCAS GROUP LIMITED,AJL,AU000000AJL1,AJL
609,"Consumer, Non-cyclical",AJANTA PHARMA LTD,AJANTPHAR,INE031B01049,AJANTPHAR
610,"Consumer, Non-cyclical",AJINOMOTO CO INC,2802,JP3119600009,2802
611,,ISHARES MSCI EMERGING AS-HKD,2802,HK0000051851,2802
612,Basic Materials,AJMERA REALTY & INFRA INDIA,AJMERA,INE298G01027,AJMERA
613,Industrial,ETS HOLDINGS CO LTD,1789,JP3934500004,1789
614,"Consumer, Non-cyclical",AK MEDICAL HOLDINGS LTD,1789,KYG020141019,1789
615,Basic Materials,AK STEEL HOLDING CORP,AKS,US0015471081,AKS
616,Technology,AKAMAI TECHNOLOGIES INC,NMS,US00971T1016,AKAM
617,"Consumer, Non-cyclical",AKARI THERAPEUTICS PLC-ADR,SCM,US00972G1085,AKTX
618,Industrial,AKATSUKI EAZIMA CO LTD,1997,JP3131000006,1997
619,Financial,WHARF REAL ESTATE INVESTMENT,1997,KYG9593A1040,1997
620,"Consumer, Non-cyclical",AKCEA THERAPEUTICS INC,AKCA,US00972L1070,AKCA
621,"Consumer, Non-cyclical",AKEBIA THERAPEUTICS INC,NMS,US00972D1054,AKBA
622,"Consumer, Cyclical",AKEBONO BRAKE INDUSTRY CO,7238,JP3108400007,7238
623,Financial,AKER ASA-A SHARES,AKER,NO0010234552,AKER
624,Energy,AKER SOLUTIONS ASA-UNSP ADR,LIMITED,US00973M1045,AKRYY
625,Technology,AKERNA CORP,SCM,US00973W1027,KERN
626,"Consumer, Cyclical",KERING,KERN,FR0000121485,KERN
627,"Consumer, Non-cyclical",AKERO THERAPEUTICS INC,NMS,US00973Y1082,AKRO
628,"Consumer, Non-cyclical",AKIKAWA FOODS & FARMS CO LTD,1380,JP3107400008,1380
629,Basic Materials,CHINA KINGSTONE MINING HOLDI,1380,BMG2119K1100,1380
630,Financial,AKITA BANK LTD/THE,8343,JP3107600003,8343
631,Energy,AKITA DRILLING LTD-CL A,CURRENT,CA0099051009,AKTAF
632,"Consumer, Non-cyclical",AKORN INC,AKRXQ,US0097281069,AKRXQ
633,Industrial,AKOUSTIS TECHNOLOGIES INC,SCM,US00973N1028,AKTS
634,Communications,AKSH OPTIFIBRE LIMITED,AKSHOPTFB,INE523B01011,AKSHOPTFB
635,Industrial,AKSHARCHEM INDIA LTD,AKSHARCHE,INE542B01011,AKSHARCHE
636,Financial,AKTIA BANK OYJ,AKTIA,FI4000058870,AKTIA
637,Energy,ARKANOVA ENERGY CORP,AKVA,US0407321092,AKVA
638,Industrial,AKVA GROUP ASA,AKVA,NO0003097503,AKVA
639,Basic Materials,AKZO NOBEL INDIA LTD,AKZOINDIA,INE133A01011,AKZOINDIA
640,Basic Materials,AKZO NOBEL N.V.,AKZA,NL0013267909,AKZA
641,Financial,YAMANASHI CHUO BANK LTD/THE,8360,JP3942000005,8360
642,"Consumer, Non-cyclical",AL GROUP LTD,8360,KYG0149T1195,8360
643,Industrial,ALABAMA AIRCRAFT INDUSTRIES,NOINFO,US01023E1001,AAIIQ
644,Industrial,GRUPO AEROPORTUARIO SUR-ADR,ASR,US40051E2028,ASR
645,"Consumer, Cyclical",AS ROMA SPA,ASR,IT0001008876,ASR
646,Basic Materials,ASRA MINERALS LTD,ASR,AU0000222663,ASR
647,Basic Materials,ALACER GOLD CORP,ASR,CA0106791084,ASR
648,Communications,ASTRO SA,ASR,PLASTRO00013,ASR
649,Industrial,ALADDIN SEPARATION TECH INC,ASPT,US01073B1052,ASPT
650,Industrial,ALAMO GROUP INC,ALG,US0113111076,ALG
651,Financial,ALBIS LEASING AG,XETRA,DE0006569403,ALG
652,"Consumer, Cyclical",ARDENT LEISURE GROUP LTD,ALG,AU0000027484,ALG
653,Technology,ALL IN! GAMES SA,ALG,PLSNTFG00017,ALG
654,Communications,ALANCO TECHNOLOGIES INC,NOINFO,US0116127020,ALAN
655,Financial,ALANKIT LTD,ALANKIT,INE914E01040,ALANKIT
656,Basic Materials,ALARA RESOURCES LTD,AUQ,AU000000AUQ7,AUQ
657,Basic Materials,AUQ GOLD MINING INC,AUQ,CA05153F1009,AUQ
658,Basic Materials,AURICO GOLD INC,AUQ,CA05155C1059,AUQ
659,"Consumer, Non-cyclical",KONINKLIJKE AHOLD DELHAIZE N,AD,NL0011794037,AD
660,"Consumer, Non-cyclical",ALARM.COM HOLDINGS INC,NMS,US0116421050,ALRM
661,"Consumer, Cyclical",ALASKA AIR GROUP INC,ALK,US0116591092,ALK
662,Basic Materials,ALKANE RESOURCES LTD,ALK,AU000000ALK9,ALK
663,Financial,ALKEMY CAPITAL INVESTMENTS P,SSQ3,GB00BMD6C023,ALK
664,Basic Materials,ALASKA GOLD CORP,AKGC,US0117061087,AKGC
665,Industrial,ALASKA PACIFIC ENERGY CORP,NOINFO,US0117584062,ASKE
666,Utilities,ALASKA POWER & TELEPHONE CO,LIMITED,US0117642068,APTL
667,Basic Materials,ALBA MINERAL RESOURCES PLC,ASQ1,GB00B06KBB18,ALBA
668,"Consumer, Non-cyclical",ALBAAD MASSUOT YITZHAK LTD,ALBA,IL0006250125,ALBA
669,Industrial,ALBANY INTL CORP-CL A,AIN,US0123481089,AIN
670,Energy,AION RENEWABLES SPA,AIN,IT0003926661,AIN
671,Basic Materials,AIR LIQUIDE SA,AIN,FR0000120073,AIN
672,Financial,ABS INVESTMENT SA,AIN,PLABSIN00012,AIN
673,Basic Materials,ALBEMARLE CORP,ALB,US0126531013,ALB
674,Financial,CORPORACION FINANCIERA ALBA,ALB,ES0117160111,ALB
